hid,family,N,tpy,WR,BASE,STRESS,PF,maxDD,db5,era1,era2,era3,epos,worst_era,recent,SURVIVE
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=6ef487cd4c02,S1,995,66.0,0.374,0.0139,-0.0645,1.023,27.8,-0.1407,-0.0279,0.029,0.0405,2,-0.0279,-0.1494,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=06b01144140d,S1,719,48.0,0.434,-0.0447,-0.1042,0.919,70.5,-0.2332,-0.1525,-0.0118,0.0304,1,-0.1525,0.0298,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=affd3ca537e3,S1,995,66.0,0.43,0.0481,-0.0546,1.087,66.9,-0.2187,-0.0879,-0.0539,0.2868,1,-0.0879,-0.0101,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=time/window=4/id=6ab5730d2e3c,S1,719,48.0,0.389,-0.0463,-0.1057,0.913,62.6,-0.2708,-0.0998,-0.0462,0.0074,1,-0.0998,0.0083,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=8e919fd46517,S1,996,66.0,0.388,0.099,-0.0299,1.182,66.4,-0.2616,-0.0384,-0.0923,0.4277,1,-0.0923,-0.0459,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr2/window=4/id=514b21ec4b77,S1,719,48.0,0.402,-0.019,-0.0689,0.966,50.1,-0.122,-0.1443,0.0321,0.0555,2,-0.1443,-0.0954,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr2/window=8/id=95b35ac48aa3,S1,995,66.0,0.401,-0.0257,-0.0744,0.953,59.3,-0.1303,-0.1012,-0.0279,0.0523,1,-0.1012,-0.0868,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr3/window=4/id=c40d338ffde5,S1,719,48.0,0.378,0.016,-0.0339,1.028,45.5,-0.1367,-0.1284,0.0683,0.1086,2,-0.1284,-0.025,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=rr3/window=8/id=85920f5ddc36,S1,995,66.0,0.378,-0.001,-0.0497,0.998,52.0,-0.1564,-0.0732,-0.0219,0.0924,1,-0.0732,-0.0443,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=opp_liq/window=4/id=0867ae41907e,S1,719,48.0,0.451,-0.0213,-0.0712,0.959,65.4,-0.1926,-0.1547,-0.0035,0.0948,1,-0.1547,0.0058,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=opp_liq/window=8/id=cb45d2b2b5b1,S1,995,66.0,0.446,-0.0246,-0.0734,0.953,66.7,-0.1982,-0.0942,-0.0551,0.0757,1,-0.0942,-0.0467,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=time/window=4/id=695c6274b611,S1,719,48.0,0.409,-0.0233,-0.0732,0.954,53.4,-0.2326,-0.0949,-0.0395,0.0648,1,-0.0949,-0.0514,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=consecutive2/imb=fvg/stop=structural/exit=time/window=8/id=833ef3f5b7d9,S1,996,66.0,0.403,-0.0351,-0.0838,0.93,72.1,-0.2461,-0.0742,-0.0938,0.0627,1,-0.0938,-0.1378,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=fdae0a01aed7,S1,113,8.0,0.531,0.0569,0.0384,1.189,5.5,-0.0328,0.053,0.0706,0.047,3,0.047,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=c32108d776aa,S1,242,16.0,0.492,0.0402,0.0205,1.121,13.1,-0.0627,-0.0544,0.024,0.1523,2,-0.0544,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=98926b393eea,S1,113,8.0,0.531,0.0928,0.0743,1.308,5.5,-0.0359,0.0898,0.1232,0.0647,3,0.0647,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=9bc44c1aa868,S1,242,16.0,0.492,0.0862,0.0665,1.259,12.1,-0.0628,-0.0432,0.0628,0.2409,2,-0.0432,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=e852fdd461fe,S1,116,8.0,0.853,-0.0025,-0.0208,0.972,2.8,-0.0209,-0.0229,0.0387,-0.0239,1,-0.0239,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=9164e18a6b9a,S1,245,16.0,0.829,-0.0219,-0.0415,0.785,7.7,-0.0406,-0.0747,0.0057,0.0036,2,-0.0747,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=time/window=4/id=68c1cc1bd5cc,S1,113,8.0,0.478,-0.0519,-0.0704,0.837,10.4,-0.1545,-0.0491,-0.0516,-0.0551,0,-0.0551,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=time/window=8/id=924148fb2e3c,S1,242,16.0,0.475,-0.0176,-0.0373,0.945,19.5,-0.1362,-0.1706,-0.0306,0.1505,1,-0.1706,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=rr2/window=4/id=a6b95b3ecb7c,S1,113,8.0,0.531,0.0542,0.0364,1.18,5.5,-0.0356,0.0532,0.0661,0.043,3,0.043,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=rr2/window=8/id=4d3df8a4ca1a,S1,242,16.0,0.496,0.0439,0.0254,1.138,12.2,-0.0587,-0.0487,0.0376,0.1441,2,-0.0487,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=rr3/window=4/id=bc080bf7ece5,S1,113,8.0,0.531,0.0901,0.0723,1.3,5.5,-0.0387,0.09,0.1188,0.0607,3,0.0607,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=rr3/window=8/id=633349b9e212,S1,242,16.0,0.496,0.0835,0.065,1.262,11.6,-0.0625,-0.0376,0.0745,0.2152,2,-0.0376,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=opp_liq/window=4/id=48ad23108536,S1,116,8.0,0.853,-0.0054,-0.023,0.939,2.9,-0.0226,-0.0265,0.0377,-0.0279,1,-0.0279,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=opp_liq/window=8/id=d2c4eea80c05,S1,245,16.0,0.829,-0.0189,-0.0374,0.8,6.9,-0.0364,-0.071,0.0152,-0.0007,1,-0.071,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=time/window=4/id=8f3783d484b8,S1,113,8.0,0.478,-0.055,-0.0728,0.827,10.5,-0.1555,-0.0556,-0.0511,-0.0586,0,-0.0586,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=none/stop=structural/exit=time/window=8/id=746c239d548d,S1,242,16.0,0.475,-0.0188,-0.0374,0.939,19.2,-0.1338,-0.1662,-0.0379,0.1498,1,-0.1662,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=27dac283bd69,S1,195,13.0,0.508,0.0726,0.0533,1.234,9.9,-0.0215,-0.0125,0.059,0.1711,2,-0.0125,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=a4380cf3639e,S1,195,13.0,0.508,0.1174,0.0981,1.379,9.9,-0.0218,-0.0047,0.096,0.2609,2,-0.0047,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=05f0239ef61c,S1,195,13.0,0.831,-0.0169,-0.0361,0.813,6.1,-0.0305,-0.0493,-0.0139,0.0126,1,-0.0493,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=a19276013e8a,S1,195,13.0,0.503,0.028,0.0087,1.096,12.5,-0.089,-0.1523,0.0437,0.1925,2,-0.1523,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=rr2/window=8/id=cd642ef1404e,S1,195,13.0,0.513,0.0785,0.0603,1.268,9.8,-0.0153,-0.0069,0.0753,0.1671,2,-0.0069,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=rr3/window=8/id=38fdc1c4af4e,S1,195,13.0,0.513,0.1216,0.1033,1.416,9.8,-0.0174,0.0009,0.1098,0.2541,3,0.0009,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=opp_liq/window=8/id=bc9ebec264da,S1,195,13.0,0.831,-0.0118,-0.03,0.855,4.8,-0.0244,-0.0447,-0.0009,0.0103,1,-0.0447,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=close_beyond/imb=fvg/stop=structural/exit=time/window=8/id=0ca314a8a836,S1,195,13.0,0.503,0.0254,0.0071,1.091,12.4,-0.0877,-0.1492,0.038,0.1874,2,-0.1492,,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=72db3642bcc6,S1,2159,144.0,0.415,0.0176,-0.0873,1.031,63.6,-0.0855,-0.012,0.0722,-0.0072,1,-0.012,0.1298,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=6e2cb22674b5,S1,2766,184.0,0.432,0.0351,-0.0758,1.064,77.6,-0.0678,0.0398,0.0246,0.0408,3,0.0246,0.1476,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=9694c3cafd62,S1,2144,143.0,0.379,0.0283,-0.0739,1.047,41.5,-0.1297,-0.0007,0.0827,0.0028,2,-0.0007,0.1266,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=ba5e7da4ca9a,S1,2746,183.0,0.399,0.0436,-0.0653,1.075,61.6,-0.1129,0.0486,0.0334,0.0488,3,0.0334,0.2008,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=b28c6f18119d,S1,2138,143.0,0.408,0.0323,-0.0887,1.055,114.5,-0.2536,-0.1042,0.1975,0.0036,2,-0.1042,0.0451,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=8ff0fd5512a8,S1,2738,182.0,0.431,0.0602,-0.0642,1.106,105.6,-0.2297,-0.046,0.1219,0.1048,2,-0.046,0.321,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=time/window=4/id=7319c1cef245,S1,2126,142.0,0.369,0.0749,-0.0439,1.127,73.8,-0.277,-0.0351,0.284,-0.0244,1,-0.0351,0.0471,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=time/window=8/id=fdb4b02471d4,S1,2725,182.0,0.391,0.1047,-0.02,1.183,53.3,-0.2509,0.0217,0.2014,0.091,3,0.0217,0.1694,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr2/window=4/id=2a2d529b4b50,S1,2092,139.0,0.368,-0.0453,-0.1044,0.924,131.5,-0.1522,-0.0891,-0.0078,-0.0389,0,-0.0891,0.0486,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr2/window=8/id=49d16f300d84,S1,2665,178.0,0.367,-0.0616,-0.1185,0.897,193.0,-0.1697,-0.0671,-0.0688,-0.0488,0,-0.0688,0.0062,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr3/window=4/id=d663f2a39e43,S1,2074,138.0,0.329,-0.0409,-0.1003,0.936,132.6,-0.2016,-0.1016,-0.0075,-0.0135,0,-0.1016,0.0776,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr3/window=8/id=8300a263d5e7,S1,2642,176.0,0.332,-0.0579,-0.1151,0.908,198.8,-0.22,-0.0691,-0.071,-0.0334,0,-0.071,0.0638,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=opp_liq/window=4/id=32cc6a432aca,S1,2083,139.0,0.378,-0.0646,-0.1239,0.893,160.0,-0.2802,-0.1418,-0.0247,-0.0274,0,-0.1418,-0.0032,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=opp_liq/window=8/id=ebd126f71502,S1,2644,176.0,0.386,-0.0757,-0.1328,0.872,221.8,-0.286,-0.1164,-0.0528,-0.0578,0,-0.1164,0.0191,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=time/window=4/id=633806454618,S1,2070,138.0,0.341,-0.0206,-0.0801,0.966,123.7,-0.2947,-0.0984,0.073,-0.0365,1,-0.0984,0.008,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=time/window=8/id=885b2e398419,S1,2628,175.0,0.344,-0.0381,-0.0955,0.935,132.9,-0.3051,-0.0704,0.0051,-0.0489,1,-0.0704,-0.0413,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr2/window=4/id=420e76341331,S1,252,17.0,0.405,0.0159,-0.031,1.031,27.6,-0.0836,-0.2397,0.2738,0.0135,2,-0.2397,0.0657,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=681885a5f1b1,S1,527,35.0,0.397,-0.018,-0.082,0.967,49.5,-0.1227,-0.0961,0.0321,0.0102,2,-0.0961,-0.0398,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr3/window=4/id=cf9140873b2f,S1,252,17.0,0.385,0.0649,0.018,1.123,23.1,-0.083,-0.184,0.2722,0.1065,2,-0.184,0.0381,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=e0dcb3bf3658,S1,527,35.0,0.378,0.0148,-0.0493,1.027,36.3,-0.1404,-0.0647,0.0846,0.0246,2,-0.0647,-0.1166,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=2b6acf9549a8,S1,252,17.0,0.512,-0.0657,-0.1126,0.851,28.1,-0.1909,-0.1761,0.106,-0.1271,1,-0.1761,-0.1274,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=3e85d115c998,S1,528,35.0,0.491,-0.0001,-0.0641,1.0,27.2,-0.2141,0.013,0.0565,-0.0697,2,-0.0697,-0.1764,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=time/window=4/id=412fa839bcda,S1,252,17.0,0.381,-0.0202,-0.0672,0.957,40.7,-0.2131,-0.302,0.1107,0.1306,2,-0.302,0.0927,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=a65a9f72bf0e,S1,527,35.0,0.374,0.0921,0.028,1.18,32.9,-0.2476,0.0712,0.1638,0.0409,3,0.0409,0.0238,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr2/window=4/id=8aa00744b9e3,S1,252,17.0,0.405,0.0158,-0.0241,1.031,26.5,-0.0838,-0.2391,0.2723,0.0141,2,-0.2391,0.0658,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr2/window=8/id=67ca48db1c06,S1,527,35.0,0.402,-0.0024,-0.0439,0.995,36.0,-0.1064,-0.0929,0.0672,0.0185,2,-0.0929,-0.141,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr3/window=4/id=47660f96d3e4,S1,252,17.0,0.381,0.0281,-0.0118,1.053,25.6,-0.1217,-0.2138,0.2385,0.0595,2,-0.2138,0.0382,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr3/window=8/id=2177adc69f7e,S1,527,35.0,0.376,-0.0266,-0.0681,0.951,32.0,-0.184,-0.1079,0.0142,0.0139,2,-0.1079,-0.1981,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=opp_liq/window=4/id=2afe80194755,S1,252,17.0,0.516,-0.0565,-0.0964,0.871,23.5,-0.181,-0.1419,0.0993,-0.1268,1,-0.1419,-0.1302,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=opp_liq/window=8/id=bd8c694f06b4,S1,528,35.0,0.502,-0.049,-0.0905,0.893,35.1,-0.1961,-0.0622,-0.0138,-0.071,0,-0.071,-0.2186,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=time/window=4/id=b0228b495546,S1,252,17.0,0.385,-0.023,-0.0629,0.951,37.8,-0.2093,-0.2888,0.1004,0.1195,2,-0.2888,0.0591,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=time/window=8/id=45fecd755f5c,S1,527,35.0,0.381,-0.0198,-0.0612,0.959,40.7,-0.2256,-0.0857,0.0179,0.0088,2,-0.0857,-0.2507,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=e1a7dba4ea11,S1,10423,695.0,0.38,-0.0032,-0.1303,0.995,257.4,-0.1084,0.0008,-0.0344,0.0238,2,-0.0344,0.011,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=3b8e5177cd2e,S1,12191,813.0,0.44,0.0739,-0.0749,1.129,37.8,-0.0271,0.0767,0.0344,0.1105,3,0.0344,0.1143,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=38ceffefe9ee,S1,9927,662.0,0.328,0.0074,-0.1205,1.011,305.4,-0.1501,0.0047,-0.0532,0.0707,2,-0.0532,0.0738,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=2d482beb3f60,S1,11658,777.0,0.396,0.0904,-0.0601,1.147,57.2,-0.0623,0.0843,0.0236,0.1634,3,0.0236,0.1743,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=2b6086a9604f,S1,11367,758.0,0.519,-0.0191,-0.1478,0.96,444.8,-0.2286,-0.0212,-0.0635,0.0273,1,-0.0635,-0.0168,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=1493b5673d3a,S1,13324,888.0,0.564,0.0745,-0.0854,1.169,71.3,-0.1375,0.0774,0.024,0.122,3,0.024,0.0887,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=4/id=209c968b015f,S1,11051,737.0,0.318,0.0501,-0.0724,1.074,314.7,-0.3467,0.0593,-0.0238,0.1147,2,-0.0238,0.0919,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=8/id=02cfb13da7ab,S1,12903,860.0,0.377,0.1644,0.0016,1.264,119.0,-0.2624,0.1708,0.0601,0.2625,3,0.0601,0.2308,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=4/id=8eb7278a8ece,S1,8835,589.0,0.382,0.0064,-0.0665,1.011,166.4,-0.0984,-0.0017,-0.0107,0.0314,1,-0.0107,0.0189,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=8/id=f7fcb5c2fdce,S1,9920,661.0,0.384,0.0063,-0.0647,1.011,170.9,-0.0986,-0.0018,-0.0148,0.0356,1,-0.0148,0.0314,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr3/window=4/id=ae0653cce908,S1,8486,566.0,0.335,0.0129,-0.0603,1.02,202.3,-0.1441,-0.0099,-0.0234,0.0721,1,-0.0234,0.0712,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr3/window=8/id=41ecd5d97a30,S1,9500,633.0,0.339,0.0159,-0.0559,1.025,215.7,-0.141,-0.0033,-0.0202,0.0712,1,-0.0202,0.078,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=opp_liq/window=4/id=0ddb057b448a,S1,10579,705.0,0.564,-0.0298,-0.1024,0.928,371.4,-0.1985,-0.0419,-0.0489,0.0014,1,-0.0489,-0.0396,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=opp_liq/window=8/id=b98bd3d0c6ec,S1,11992,799.0,0.563,-0.0266,-0.0979,0.936,420.8,-0.195,-0.0439,-0.0471,0.0112,1,-0.0471,-0.0174,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=time/window=4/id=6340c7446cdf,S1,10020,668.0,0.35,0.0155,-0.0609,1.026,258.1,-0.2749,0.0074,-0.0281,0.0672,2,-0.0281,0.0349,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=time/window=8/id=23956455a5c1,S1,11459,764.0,0.352,0.0132,-0.0621,1.022,269.5,-0.274,0.0007,-0.0287,0.0676,2,-0.0287,0.0407,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr2/window=4/id=6ff105b986e7,S1,2024,135.0,0.384,0.0008,-0.0693,1.001,66.6,-0.1039,-0.0621,0.0261,0.0385,2,-0.0621,0.0716,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=464a8d60bffb,S1,2665,178.0,0.4,0.0083,-0.0827,1.014,48.9,-0.096,-0.0114,0.0002,0.0361,2,-0.0114,0.0262,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=4/id=d0abcfae464f,S1,1993,133.0,0.344,0.0128,-0.0568,1.02,90.8,-0.1453,-0.0931,0.018,0.1136,2,-0.0931,0.1583,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=8c295585d0bf,S1,2629,175.0,0.36,0.0234,-0.0664,1.037,61.9,-0.1341,-0.0205,-0.0187,0.1093,1,-0.0205,0.0782,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=ec75b05fca7a,S1,2106,140.0,0.651,-0.0382,-0.1098,0.881,89.3,-0.1515,-0.0417,-0.0712,-0.0017,0,-0.0712,-0.0851,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=3c1cf76c3397,S1,2780,185.0,0.643,0.0126,-0.1024,1.037,70.7,-0.1438,0.0298,-0.0583,0.0663,2,-0.0583,-0.0437,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=time/window=4/id=9fb39349c6c8,S1,2091,139.0,0.365,0.0131,-0.0591,1.023,108.6,-0.259,-0.0515,-0.0471,0.1378,1,-0.0515,0.0481,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=edebeb1759cd,S1,2752,183.0,0.367,0.1136,-0.0278,1.195,89.3,-0.2727,0.0605,-0.0223,0.3027,2,-0.0223,0.0758,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=rr2/window=4/id=217bdf6897f2,S1,1970,131.0,0.409,0.0189,-0.0319,1.035,51.3,-0.086,-0.0548,0.0164,0.0951,2,-0.0548,0.0804,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=rr2/window=8/id=c869fc341a2d,S1,2553,170.0,0.407,0.0155,-0.0356,1.029,53.8,-0.0894,-0.0185,-0.0143,0.0793,1,-0.0185,0.0547,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=rr3/window=4/id=651922ec5128,S1,1947,130.0,0.381,0.0396,-0.0111,1.07,53.1,-0.1163,-0.0548,0.0222,0.1515,2,-0.0548,0.1448,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=rr3/window=8/id=4249e674d41d,S1,2522,168.0,0.378,0.0249,-0.0263,1.044,69.3,-0.132,-0.0296,-0.0123,0.1167,1,-0.0296,0.1124,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=opp_liq/window=4/id=2b1f60053c13,S1,2095,140.0,0.695,-0.0177,-0.0681,0.934,60.0,-0.1203,-0.0181,-0.0467,0.0118,1,-0.0467,-0.0766,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=opp_liq/window=8/id=0bf019248fbf,S1,2749,183.0,0.687,-0.0179,-0.0687,0.936,79.1,-0.1245,-0.015,-0.0555,0.0169,1,-0.0555,-0.0711,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=time/window=4/id=ea5ef9621aa6,S1,2059,137.0,0.41,0.019,-0.032,1.039,52.5,-0.1965,0.008,-0.0392,0.0882,2,-0.0392,-0.0131,False
