hid,family,N,tpy,WR,BASE,STRESS,PF,maxDD,db5,era1,era2,era3,epos,worst_era,recent,SURVIVE
S10::disp_k=1.5/pb=2/side=up/stop=atr/exit=rr2/id=5f9b175bd07b,S10,16022,1068.0,0.346,-0.0159,-0.1025,0.976,437.6,-0.1217,-0.0473,-0.0052,0.0049,1,-0.0473,0.0385,False
S10::disp_k=1.5/pb=2/side=up/stop=atr/exit=rr3/id=a241b1b979fa,S10,13549,903.0,0.282,-0.0094,-0.0957,0.987,381.5,-0.1678,-0.0588,0.0155,0.015,2,-0.0588,0.0785,False
S10::disp_k=1.5/pb=2/side=up/stop=atr/exit=trailing/id=fff97cbf354a,S10,22769,1518.0,0.312,-0.191,-0.2796,0.516,4356.9,-0.3028,-0.1849,-0.2052,-0.1829,0,-0.2052,-0.1609,False
S10::disp_k=1.5/pb=2/side=down/stop=bar/exit=rr2/id=7df75fdb8ecb,S10,14369,958.0,0.379,-0.0099,-0.1412,0.984,457.1,-0.1155,0.0513,-0.0473,-0.0338,1,-0.0473,-0.0357,False
S10::disp_k=1.5/pb=2/side=down/stop=bar/exit=rr3/id=d75a8b28a361,S10,12927,862.0,0.326,-0.0057,-0.137,0.992,428.1,-0.1637,0.068,-0.0492,-0.036,1,-0.0492,-0.0628,False
S10::disp_k=1.5/pb=2/side=down/stop=bar/exit=trailing/id=74a526a753a1,S10,23848,1590.0,0.333,-0.1095,-0.2631,0.735,2631.0,-0.2926,-0.1051,-0.1196,-0.1039,0,-0.1196,-0.1305,False
S10::disp_k=1.5/pb=2/side=down/stop=atr/exit=rr2/id=b181f994c32a,S10,16344,1089.0,0.341,-0.0252,-0.11,0.962,644.4,-0.1316,0.0239,-0.0366,-0.0629,1,-0.0629,-0.0384,False
S10::disp_k=1.5/pb=2/side=down/stop=atr/exit=rr3/id=0768ea8f5e3d,S10,13913,927.0,0.275,-0.0253,-0.1106,0.965,654.7,-0.184,0.0388,-0.0552,-0.0594,1,-0.0594,-0.0335,False
S10::disp_k=1.5/pb=2/side=down/stop=atr/exit=trailing/id=530e857089cf,S10,23674,1578.0,0.315,-0.1896,-0.2758,0.517,4488.8,-0.3027,-0.1706,-0.2017,-0.1964,0,-0.2017,-0.1908,False
S10::disp_k=1.5/pb=4/side=up/stop=bar/exit=rr2/id=fa47a4395d98,S10,13848,923.0,0.392,0.0083,-0.1159,1.014,184.7,-0.0963,-0.0022,0.0074,0.0197,2,-0.0022,0.0649,False
S10::disp_k=1.5/pb=4/side=up/stop=bar/exit=rr3/id=3238a5814fd1,S10,12405,827.0,0.342,0.0205,-0.1067,1.031,177.5,-0.1365,-0.0028,0.0105,0.0538,2,-0.0028,0.1219,False
S10::disp_k=1.5/pb=4/side=up/stop=bar/exit=trailing/id=971b4062e32d,S10,22913,1527.0,0.333,-0.1236,-0.2678,0.695,2852.5,-0.285,-0.1279,-0.1368,-0.1062,0,-0.1368,-0.0986,False
S10::disp_k=1.5/pb=4/side=up/stop=atr/exit=rr2/id=a01f3429876b,S10,16024,1068.0,0.346,-0.016,-0.1026,0.976,437.6,-0.1218,-0.047,-0.0052,0.0042,1,-0.047,0.0391,False
S10::disp_k=1.5/pb=4/side=up/stop=atr/exit=rr3/id=998486ad4b2f,S10,13550,903.0,0.282,-0.0095,-0.0958,0.987,381.5,-0.1679,-0.0588,0.0152,0.015,2,-0.0588,0.0776,False
S10::disp_k=1.5/pb=4/side=up/stop=atr/exit=trailing/id=8298ae83a023,S10,22773,1518.0,0.312,-0.1907,-0.2793,0.517,4351.0,-0.3027,-0.185,-0.2052,-0.1819,0,-0.2052,-0.1583,False
S10::disp_k=1.5/pb=4/side=down/stop=bar/exit=rr2/id=cd8935e2bb5c,S10,14377,958.0,0.379,-0.0103,-0.1416,0.983,463.2,-0.1159,0.0511,-0.0472,-0.0348,1,-0.0472,-0.0397,False
S10::disp_k=1.5/pb=4/side=down/stop=bar/exit=rr3/id=a630720054a5,S10,12937,862.0,0.326,-0.0061,-0.1373,0.991,432.5,-0.1639,0.0693,-0.0499,-0.0377,1,-0.0499,-0.0648,False
S10::disp_k=1.5/pb=4/side=down/stop=bar/exit=trailing/id=208de46a2aa8,S10,23864,1591.0,0.333,-0.1095,-0.263,0.735,2631.7,-0.2925,-0.1052,-0.1193,-0.1041,0,-0.1193,-0.1308,False
S10::disp_k=1.5/pb=4/side=down/stop=atr/exit=rr2/id=eb23bf96b6fb,S10,16353,1090.0,0.341,-0.0256,-0.1103,0.962,650.5,-0.1319,0.0233,-0.0358,-0.0641,1,-0.0641,-0.0432,False
S10::disp_k=1.5/pb=4/side=down/stop=atr/exit=rr3/id=76eabbd287c7,S10,13919,928.0,0.275,-0.0257,-0.111,0.965,660.7,-0.1844,0.0383,-0.0539,-0.0615,1,-0.0615,-0.0391,False
S10::disp_k=1.5/pb=4/side=down/stop=atr/exit=trailing/id=c719356b3e76,S10,23687,1579.0,0.315,-0.1896,-0.2758,0.517,4491.3,-0.3027,-0.1709,-0.2013,-0.1965,0,-0.2013,-0.1914,False
S10::disp_k=2.0/pb=2/side=up/stop=bar/exit=rr2/id=8373cd91a52b,S10,6695,446.0,0.392,0.0009,-0.099,1.002,107.1,-0.1038,-0.007,0.0099,-0.0002,1,-0.007,0.0254,False
S10::disp_k=2.0/pb=2/side=up/stop=bar/exit=rr3/id=b01299290932,S10,6225,415.0,0.343,0.0013,-0.0985,1.002,124.7,-0.157,-0.0286,-0.0003,0.0329,1,-0.0286,0.0551,False
S10::disp_k=2.0/pb=2/side=up/stop=bar/exit=trailing/id=ac73ad5a2c83,S10,9010,601.0,0.323,-0.1237,-0.2351,0.64,1117.9,-0.2514,-0.1259,-0.1213,-0.124,0,-0.1259,-0.1144,False
S10::disp_k=2.0/pb=2/side=up/stop=atr/exit=rr2/id=994ffbb6a865,S10,7881,525.0,0.346,-0.0156,-0.1041,0.977,225.3,-0.1213,-0.0496,0.018,-0.0151,1,-0.0496,0.0581,False
S10::disp_k=2.0/pb=2/side=up/stop=atr/exit=rr3/id=2b016a4215ac,S10,7163,477.0,0.284,-0.0052,-0.0936,0.993,214.8,-0.1629,-0.0709,0.033,0.0222,2,-0.0709,0.1463,False
S10::disp_k=2.0/pb=2/side=up/stop=atr/exit=trailing/id=80b348f4c819,S10,9003,600.0,0.31,-0.1894,-0.2786,0.52,1709.7,-0.3012,-0.1911,-0.1881,-0.1889,0,-0.1911,-0.1508,False
S10::disp_k=2.0/pb=2/side=down/stop=bar/exit=rr2/id=a711383247bc,S10,7091,473.0,0.374,-0.0225,-0.1216,0.963,252.6,-0.1289,0.0061,-0.0622,-0.0113,1,-0.0622,-0.0147,False
S10::disp_k=2.0/pb=2/side=down/stop=bar/exit=rr3/id=49d46df956df,S10,6597,440.0,0.328,-0.0119,-0.1109,0.982,259.0,-0.1703,0.0455,-0.0484,-0.0326,1,-0.0484,-0.0446,False
S10::disp_k=2.0/pb=2/side=down/stop=bar/exit=trailing/id=3b139caef325,S10,9665,644.0,0.327,-0.1009,-0.2215,0.713,974.9,-0.2559,-0.0939,-0.0912,-0.1176,0,-0.1176,-0.1475,False
S10::disp_k=2.0/pb=2/side=down/stop=atr/exit=rr2/id=b014eb990fa1,S10,8330,555.0,0.337,-0.039,-0.1233,0.942,427.1,-0.1459,-0.0236,-0.0462,-0.0472,0,-0.0472,-0.0242,False
S10::disp_k=2.0/pb=2/side=down/stop=atr/exit=rr3/id=6481185eb1dd,S10,7556,504.0,0.272,-0.037,-0.1219,0.95,510.3,-0.1962,0.0214,-0.0582,-0.0742,1,-0.0742,-0.0071,False
S10::disp_k=2.0/pb=2/side=down/stop=atr/exit=trailing/id=7f7c16f0318e,S10,9656,644.0,0.312,-0.1909,-0.2758,0.518,1843.0,-0.3061,-0.1616,-0.2131,-0.1981,0,-0.2131,-0.2049,False
S10::disp_k=2.0/pb=4/side=up/stop=bar/exit=rr2/id=61b864ca1d16,S10,6697,446.0,0.392,0.0011,-0.0989,1.002,107.1,-0.1036,-0.0074,0.0099,0.0007,2,-0.0074,0.027,False
S10::disp_k=2.0/pb=4/side=up/stop=bar/exit=rr3/id=ccdcd19c902c,S10,6227,415.0,0.344,0.0017,-0.0981,1.003,124.7,-0.1566,-0.0291,-0.0008,0.0349,1,-0.0291,0.0586,False
S10::disp_k=2.0/pb=4/side=up/stop=bar/exit=trailing/id=64dfc7c2bad5,S10,9012,601.0,0.323,-0.1231,-0.2344,0.642,1112.1,-0.2513,-0.1259,-0.1211,-0.1222,0,-0.1259,-0.1059,False
S10::disp_k=2.0/pb=4/side=up/stop=atr/exit=rr2/id=6d977b54ebe7,S10,7883,525.0,0.346,-0.0155,-0.104,0.977,225.3,-0.1211,-0.0488,0.0176,-0.0151,1,-0.0488,0.0595,False
S10::disp_k=2.0/pb=4/side=up/stop=atr/exit=rr3/id=b258443b1a0d,S10,7165,478.0,0.284,-0.005,-0.0933,0.993,214.8,-0.1625,-0.0697,0.0325,0.0222,2,-0.0697,0.1491,False
S10::disp_k=2.0/pb=4/side=up/stop=atr/exit=trailing/id=400c5ce9f352,S10,9005,600.0,0.31,-0.1887,-0.278,0.522,1704.4,-0.3011,-0.1912,-0.1881,-0.1868,0,-0.1912,-0.1428,False
S10::disp_k=2.0/pb=4/side=down/stop=bar/exit=rr2/id=c93247ce43ee,S10,7099,473.0,0.374,-0.0229,-0.1219,0.963,253.7,-0.1292,0.0052,-0.0609,-0.013,1,-0.0609,-0.0207,False
S10::disp_k=2.0/pb=4/side=down/stop=bar/exit=rr3/id=12aa6671b517,S10,6605,440.0,0.328,-0.0122,-0.1112,0.982,259.0,-0.171,0.044,-0.0485,-0.032,1,-0.0485,-0.0506,False
S10::disp_k=2.0/pb=4/side=down/stop=bar/exit=trailing/id=da7b27d2add1,S10,9674,645.0,0.327,-0.1008,-0.2213,0.713,974.8,-0.2556,-0.0935,-0.0915,-0.1174,0,-0.1174,-0.1475,False
S10::disp_k=2.0/pb=4/side=down/stop=atr/exit=rr2/id=a1c2d7555350,S10,8338,556.0,0.336,-0.0396,-0.1238,0.941,431.2,-0.1464,-0.0247,-0.0437,-0.0503,0,-0.0503,-0.0331,False
S10::disp_k=2.0/pb=4/side=down/stop=atr/exit=rr3/id=e22a5126c2fb,S10,7563,504.0,0.271,-0.0374,-0.1222,0.949,508.3,-0.1969,0.0211,-0.0575,-0.0757,1,-0.0757,-0.0156,False
S10::disp_k=2.0/pb=4/side=down/stop=atr/exit=trailing/id=f67d5f62eee1,S10,9665,644.0,0.312,-0.191,-0.2759,0.518,1845.5,-0.3062,-0.1621,-0.2123,-0.1987,0,-0.2123,-0.2069,False
S11::htf=h4/lb=20/stop=struct/exit=rr2/id=576394ea476f,S11,5134,342.0,0.428,-0.0032,-0.0335,0.993,103.6,-0.1081,-0.0316,0.0181,0.0039,2,-0.0316,0.0585,False
S11::htf=h4/lb=20/stop=struct/exit=rr3/id=6270954a1ce4,S11,4903,327.0,0.417,0.0103,-0.0205,1.022,61.5,-0.1466,-0.0081,0.0312,0.0079,2,-0.0081,0.062,False
S11::htf=h4/lb=20/stop=struct/exit=time/id=8bbb79d9a214,S11,6193,413.0,0.45,-0.0066,-0.0384,0.982,99.1,-0.1474,-0.0203,0.0095,-0.009,1,-0.0203,-0.0,False
S11::htf=h4/lb=20/stop=atr/exit=rr2/id=842deff14459,S11,8450,563.0,0.337,-0.0427,-0.1254,0.936,414.8,-0.15,-0.066,-0.0235,-0.0386,0,-0.066,-0.0288,False
S11::htf=h4/lb=20/stop=atr/exit=rr3/id=9f70836dd3e6,S11,7497,500.0,0.282,-0.0168,-0.0999,0.977,223.6,-0.1749,-0.0469,0.0026,-0.0061,1,-0.0469,0.0372,False
S11::htf=h4/lb=20/stop=atr/exit=time/id=309918b6bd35,S11,7205,480.0,0.286,-0.0112,-0.0972,0.984,207.9,-0.3408,-0.0379,0.0244,-0.02,1,-0.0379,-0.0262,False
S11::htf=h4/lb=50/stop=struct/exit=rr2/id=43a301b668b6,S11,3201,213.0,0.45,0.0101,-0.0153,1.025,44.2,-0.0943,-0.0002,0.0214,0.0091,2,-0.0002,0.0423,False
S11::htf=h4/lb=50/stop=struct/exit=rr3/id=8a66eef2043f,S11,3077,205.0,0.441,0.0182,-0.0076,1.043,47.3,-0.1373,0.008,0.0442,0.0025,3,0.0025,0.0303,False
S11::htf=h4/lb=50/stop=struct/exit=time/id=718fc49a0dab,S11,3696,246.0,0.46,0.0028,-0.023,1.008,58.4,-0.1273,0.0021,0.028,-0.0217,2,-0.0217,-0.0513,False
S11::htf=h4/lb=50/stop=atr/exit=rr2/id=315176600b63,S11,5050,337.0,0.349,-0.0196,-0.0939,0.97,127.9,-0.1256,-0.0114,0.0009,-0.0481,1,-0.0481,-0.0734,False
S11::htf=h4/lb=50/stop=atr/exit=rr3/id=fea609c0cd47,S11,4516,301.0,0.294,0.0033,-0.0718,1.005,79.0,-0.1536,0.0384,0.016,-0.0446,2,-0.0446,-0.0804,False
S11::htf=h4/lb=50/stop=atr/exit=time/id=a24ba494e759,S11,4280,285.0,0.295,0.0049,-0.072,1.007,154.9,-0.3247,0.0213,0.0725,-0.0791,2,-0.0791,-0.1871,False
S11::htf=h1/lb=20/stop=struct/exit=rr2/id=746a8ea04ece,S11,5116,341.0,0.427,-0.0071,-0.0374,0.984,103.6,-0.1122,-0.0306,0.0188,-0.0094,1,-0.0306,0.035,False
S11::htf=h1/lb=20/stop=struct/exit=rr3/id=220ec769a7b7,S11,4896,326.0,0.417,0.0075,-0.0234,1.016,61.5,-0.1491,-0.0069,0.0312,-0.0017,1,-0.0069,0.0462,False
S11::htf=h1/lb=20/stop=struct/exit=time/id=b447f7f15570,S11,6200,413.0,0.448,-0.0158,-0.0477,0.958,133.3,-0.155,-0.0213,0.01,-0.0361,1,-0.0361,-0.0227,False
S11::htf=h1/lb=20/stop=atr/exit=rr2/id=8ab507907287,S11,8423,561.0,0.335,-0.0504,-0.1334,0.925,485.9,-0.1581,-0.0629,-0.0243,-0.064,0,-0.064,-0.0667,False
S11::htf=h1/lb=20/stop=atr/exit=rr3/id=3566a22801ab,S11,7468,498.0,0.28,-0.0242,-0.1076,0.967,246.3,-0.1829,-0.0453,0.0025,-0.0298,1,-0.0453,-0.0038,False
S11::htf=h1/lb=20/stop=atr/exit=time/id=6f7f84e9359a,S11,7223,481.0,0.284,-0.0255,-0.1117,0.964,246.4,-0.3524,-0.037,0.0246,-0.0643,1,-0.0643,-0.1016,False
S11::htf=h1/lb=50/stop=struct/exit=rr2/id=ce641d11c9e5,S11,3180,212.0,0.447,-0.0005,-0.026,0.999,57.8,-0.1056,0.0027,0.0245,-0.0287,2,-0.0287,-0.0224,False
S11::htf=h1/lb=50/stop=struct/exit=rr3/id=2356248feb9e,S11,3063,204.0,0.438,0.0089,-0.0169,1.021,63.2,-0.1478,0.0112,0.0402,-0.0246,2,-0.0246,-0.0291,False
S11::htf=h1/lb=50/stop=struct/exit=time/id=f351c687d481,S11,3637,242.0,0.458,-0.0039,-0.03,0.988,80.6,-0.1323,0.003,0.0313,-0.046,2,-0.046,-0.0535,False
S11::htf=h1/lb=50/stop=atr/exit=rr2/id=03934d54c5b1,S11,4931,329.0,0.343,-0.0367,-0.112,0.944,211.9,-0.1436,-0.01,-0.0016,-0.0985,0,-0.0985,-0.1683,False
S11::htf=h1/lb=50/stop=atr/exit=rr3/id=1eb716ecddca,S11,4446,296.0,0.288,-0.0213,-0.0971,0.97,194.3,-0.1799,0.0319,0.0252,-0.1211,2,-0.1211,-0.2069,False
S11::htf=h1/lb=50/stop=atr/exit=time/id=4609e04e16d0,S11,4204,280.0,0.291,-0.0087,-0.0864,0.987,212.7,-0.3378,0.0361,0.068,-0.1303,2,-0.1303,-0.2769,False
S12::lb=20/target=center/side=up/stop=ext/exit=rr2/id=884efeda36f3,S12,15532,1035.0,0.445,0.0144,-0.1443,1.025,155.2,-0.0632,0.0468,0.0067,-0.0102,2,-0.0102,-0.0052,False
S12::lb=20/target=center/side=up/stop=ext/exit=opp_liq/id=bc5ae4a425cc,S12,15532,1035.0,0.445,0.0144,-0.1443,1.025,155.2,-0.0632,0.0468,0.0067,-0.0102,2,-0.0102,-0.0052,False
S12::lb=20/target=center/side=up/stop=ext/exit=time/id=ae398fbe752a,S12,13761,917.0,0.313,0.1569,-0.0123,1.221,116.0,-0.3486,0.1842,0.1481,0.1385,3,0.1385,0.1924,False
S12::lb=20/target=center/side=up/stop=atr/exit=rr2/id=55889929becf,S12,12871,858.0,0.4,-0.0395,-0.1197,0.935,542.9,-0.1202,-0.0347,-0.0362,-0.0475,0,-0.0475,-0.0488,False
S12::lb=20/target=center/side=up/stop=atr/exit=opp_liq/id=a231b0c6a5e0,S12,12871,858.0,0.4,-0.0395,-0.1197,0.935,542.9,-0.1202,-0.0347,-0.0362,-0.0475,0,-0.0475,-0.0488,False
S12::lb=20/target=center/side=up/stop=atr/exit=time/id=03994b350d04,S12,12037,802.0,0.312,0.0246,-0.0575,1.036,250.8,-0.2987,-0.0032,0.0379,0.0392,2,-0.0032,0.0973,False
S12::lb=20/target=center/side=down/stop=ext/exit=rr2/id=061854e10b15,S12,15392,1026.0,0.435,-0.0045,-0.1604,0.992,409.0,-0.0832,0.0573,-0.0458,-0.025,1,-0.0458,-0.0089,False
S12::lb=20/target=center/side=down/stop=ext/exit=opp_liq/id=84500b28b2fe,S12,15392,1026.0,0.435,-0.0045,-0.1604,0.992,409.0,-0.0832,0.0573,-0.0458,-0.025,1,-0.0458,-0.0089,False
S12::lb=20/target=center/side=down/stop=ext/exit=time/id=3154cc810c20,S12,13544,903.0,0.3,0.0977,-0.0702,1.136,171.4,-0.3927,0.2417,-0.0133,0.0645,2,-0.0133,0.1539,False
S12::lb=20/target=center/side=down/stop=atr/exit=rr2/id=4a205e0eb098,S12,12696,846.0,0.401,-0.0369,-0.1177,0.939,536.4,-0.1175,-0.0056,-0.0653,-0.04,0,-0.0653,-0.0292,False
S12::lb=20/target=center/side=down/stop=atr/exit=opp_liq/id=2e3340071baf,S12,12696,846.0,0.401,-0.0369,-0.1177,0.939,536.4,-0.1175,-0.0056,-0.0653,-0.04,0,-0.0653,-0.0292,False
S12::lb=20/target=center/side=down/stop=atr/exit=time/id=c8ffa857184d,S12,11828,788.0,0.306,-0.0097,-0.0924,0.986,586.0,-0.3297,0.0734,-0.069,-0.0334,1,-0.069,0.0063,False
S12::lb=20/target=opp/side=up/stop=ext/exit=rr2/id=f99960966d07,S12,14588,972.0,0.395,0.0229,-0.1352,1.036,121.5,-0.0805,0.0596,0.0152,-0.0061,2,-0.0061,-0.0067,False
S12::lb=20/target=opp/side=up/stop=ext/exit=opp_liq/id=7a03884b28a3,S12,14131,942.0,0.356,0.0937,-0.0786,1.139,139.0,-0.2836,0.1357,0.0943,0.0512,3,0.0512,0.0375,False
S12::lb=20/target=opp/side=up/stop=ext/exit=time/id=e888be32717a,S12,13761,917.0,0.313,0.1569,-0.0123,1.221,116.0,-0.3486,0.1842,0.1481,0.1385,3,0.1385,0.1924,False
S12::lb=20/target=opp/side=up/stop=atr/exit=rr2/id=079bffb44e2c,S12,11832,789.0,0.349,-0.0268,-0.1061,0.959,380.3,-0.1333,-0.0242,-0.0266,-0.0296,0,-0.0296,-0.0379,False
S12::lb=20/target=opp/side=up/stop=atr/exit=opp_liq/id=a4d0eb21b7ed,S12,11757,784.0,0.358,-0.0468,-0.1267,0.928,607.0,-0.2116,-0.045,-0.05,-0.0453,0,-0.05,-0.0372,False
S12::lb=20/target=opp/side=up/stop=atr/exit=time/id=8d71a4773265,S12,12037,802.0,0.312,0.0246,-0.0575,1.036,250.8,-0.2987,-0.0032,0.0379,0.0392,2,-0.0032,0.0973,False
S12::lb=20/target=opp/side=down/stop=ext/exit=rr2/id=1f4802bccd15,S12,14507,967.0,0.39,0.0188,-0.1369,1.03,258.2,-0.0848,0.0958,-0.0293,-0.01,1,-0.0293,-0.0016,False
S12::lb=20/target=opp/side=down/stop=ext/exit=opp_liq/id=d2c0805c3299,S12,13931,929.0,0.343,0.0557,-0.1088,1.081,211.3,-0.3227,0.1219,-0.0152,0.0604,2,-0.0152,0.1909,False
S12::lb=20/target=opp/side=down/stop=ext/exit=time/id=3239702e5486,S12,13544,903.0,0.3,0.0977,-0.0702,1.136,171.4,-0.3927,0.2417,-0.0133,0.0645,2,-0.0133,0.1539,False
S12::lb=20/target=opp/side=down/stop=atr/exit=rr2/id=53e18ff4b9c5,S12,11626,775.0,0.347,-0.032,-0.1115,0.951,541.1,-0.1386,0.024,-0.0725,-0.0475,1,-0.0725,-0.0329,False
S12::lb=20/target=opp/side=down/stop=atr/exit=opp_liq/id=e5e5b84590b3,S12,11507,767.0,0.355,-0.0538,-0.1342,0.917,660.1,-0.22,-0.0129,-0.0858,-0.0628,0,-0.0858,-0.0338,False
S12::lb=20/target=opp/side=down/stop=atr/exit=time/id=466c9a806eec,S12,11828,788.0,0.306,-0.0097,-0.0924,0.986,586.0,-0.3297,0.0734,-0.069,-0.0334,1,-0.069,0.0063,False
S12::lb=50/target=center/side=up/stop=ext/exit=rr2/id=8721f8e3734b,S12,10031,669.0,0.451,0.0206,-0.135,1.036,123.0,-0.0566,0.04,-0.0006,0.0225,2,-0.0006,0.0684,False
S12::lb=50/target=center/side=up/stop=ext/exit=opp_liq/id=b56b315b2df6,S12,10031,669.0,0.451,0.0206,-0.135,1.036,123.0,-0.0566,0.04,-0.0006,0.0225,2,-0.0006,0.0684,False
S12::lb=50/target=center/side=up/stop=ext/exit=time/id=5e45ddac5fa0,S12,9128,608.0,0.327,0.157,-0.0268,1.226,146.0,-0.3531,0.2222,0.1051,0.1437,3,0.1051,0.1857,False
S12::lb=50/target=center/side=up/stop=atr/exit=rr2/id=468d391ae410,S12,8486,566.0,0.4,-0.0412,-0.1186,0.932,371.4,-0.1222,-0.057,-0.052,-0.0147,0,-0.057,-0.0208,False
S12::lb=50/target=center/side=up/stop=atr/exit=opp_liq/id=dec0081b6501,S12,8486,566.0,0.4,-0.0412,-0.1186,0.932,371.4,-0.1222,-0.057,-0.052,-0.0147,0,-0.057,-0.0208,False
S12::lb=50/target=center/side=up/stop=atr/exit=time/id=dad261f8f420,S12,7990,533.0,0.313,-0.0109,-0.0897,0.984,318.3,-0.3191,-0.0455,-0.0108,0.0235,1,-0.0455,0.0517,False
S12::lb=50/target=center/side=down/stop=ext/exit=rr2/id=b54aa9c87ad3,S12,10376,692.0,0.455,0.037,-0.1158,1.065,150.6,-0.0394,0.123,-0.0345,0.0224,2,-0.0345,0.0495,False
S12::lb=50/target=center/side=down/stop=ext/exit=opp_liq/id=37e992adb2d9,S12,10376,692.0,0.455,0.037,-0.1158,1.065,150.6,-0.0394,0.123,-0.0345,0.0224,2,-0.0345,0.0495,False
S12::lb=50/target=center/side=down/stop=ext/exit=time/id=44a252ccc861,S12,9389,626.0,0.32,0.114,-0.0511,1.163,166.9,-0.3546,0.2738,0.0291,0.0391,3,0.0291,0.0203,False
S12::lb=50/target=center/side=down/stop=atr/exit=rr2/id=499c58529ca8,S12,8633,575.0,0.4,-0.0442,-0.1223,0.927,426.1,-0.1251,-0.002,-0.0841,-0.0465,0,-0.0841,-0.0939,False
S12::lb=50/target=center/side=down/stop=atr/exit=opp_liq/id=47ea21c3b8ba,S12,8633,575.0,0.4,-0.0442,-0.1223,0.927,426.1,-0.1251,-0.002,-0.0841,-0.0465,0,-0.0841,-0.0939,False
S12::lb=50/target=center/side=down/stop=atr/exit=time/id=3036953ac6b2,S12,8240,549.0,0.305,-0.0325,-0.1123,0.952,492.1,-0.344,0.0444,-0.0787,-0.0631,1,-0.0787,-0.0753,False
S12::lb=50/target=opp/side=up/stop=ext/exit=rr2/id=4e4356274f28,S12,9591,639.0,0.406,0.0318,-0.1241,1.052,95.7,-0.0711,0.0596,0.0199,0.016,3,0.016,0.0662,False
S12::lb=50/target=opp/side=up/stop=ext/exit=opp_liq/id=c50325466585,S12,9210,614.0,0.347,0.0926,-0.082,1.136,183.4,-0.2934,0.1282,0.0679,0.0816,3,0.0679,0.1072,False
S12::lb=50/target=opp/side=up/stop=ext/exit=time/id=ce26612da248,S12,9128,608.0,0.327,0.157,-0.0268,1.226,146.0,-0.3531,0.2222,0.1051,0.1437,3,0.1051,0.1857,False
S12::lb=50/target=opp/side=up/stop=atr/exit=rr2/id=9330085e16da,S12,7997,533.0,0.351,-0.0301,-0.107,0.954,294.9,-0.1364,-0.0526,-0.0278,-0.0097,0,-0.0526,-0.0317,False
S12::lb=50/target=opp/side=up/stop=atr/exit=opp_liq/id=65bd7e7e858b,S12,7792,519.0,0.334,-0.0463,-0.1232,0.931,397.3,-0.2278,-0.0751,-0.0507,-0.013,0,-0.0751,0.0006,False
S12::lb=50/target=opp/side=up/stop=atr/exit=time/id=d1bafb9ab83a,S12,7990,533.0,0.313,-0.0109,-0.0897,0.984,318.3,-0.3191,-0.0455,-0.0108,0.0235,1,-0.0455,0.0517,False
S12::lb=50/target=opp/side=down/stop=ext/exit=rr2/id=edd6d941dc56,S12,9899,660.0,0.409,0.055,-0.0989,1.09,84.2,-0.0466,0.1498,-0.0214,0.0365,2,-0.0214,0.0441,False
S12::lb=50/target=opp/side=down/stop=ext/exit=opp_liq/id=8a464d591e9b,S12,9415,628.0,0.342,0.08,-0.0814,1.117,149.5,-0.298,0.1662,-0.0177,0.0916,2,-0.0177,0.1445,False
S12::lb=50/target=opp/side=down/stop=ext/exit=time/id=14c2f9a94953,S12,9389,626.0,0.32,0.114,-0.0511,1.163,166.9,-0.3546,0.2738,0.0291,0.0391,3,0.0291,0.0203,False
S12::lb=50/target=opp/side=down/stop=atr/exit=rr2/id=c5b2ee74609f,S12,8081,539.0,0.344,-0.0494,-0.1268,0.925,476.0,-0.1571,0.0061,-0.1048,-0.0495,1,-0.1048,-0.0868,False
S12::lb=50/target=opp/side=down/stop=atr/exit=opp_liq/id=a3b1c1ef8152,S12,7906,527.0,0.328,-0.0606,-0.1385,0.91,522.1,-0.2445,-0.0038,-0.1115,-0.0665,0,-0.1115,-0.087,False
S12::lb=50/target=opp/side=down/stop=atr/exit=time/id=6589dac79349,S12,8240,549.0,0.305,-0.0325,-0.1123,0.952,492.1,-0.344,0.0444,-0.0787,-0.0631,1,-0.0787,-0.0753,False
S13::fvg=bull/mode=revert/stop=atr/exit=rr2/id=7d288aa44d52,S13,15985,1065.0,0.355,-0.0152,-0.0891,0.976,577.0,-0.121,0.0363,-0.0601,-0.0217,1,-0.0601,-0.0242,False
S13::fvg=bull/mode=revert/stop=atr/exit=rr3/id=510ac5e46521,S13,14349,956.0,0.301,-0.015,-0.0894,0.978,641.1,-0.1732,0.0646,-0.0699,-0.0398,1,-0.0699,-0.0571,False
S13::fvg=bull/mode=revert/stop=atr/exit=time/id=847bd8442fd9,S13,16437,1096.0,0.315,-0.0122,-0.0933,0.982,586.5,-0.3137,0.0385,-0.0368,-0.0383,1,-0.0383,-0.0656,False
S13::fvg=bull/mode=revert/stop=struct/exit=rr2/id=88e91b513f2a,S13,16242,1083.0,0.345,-0.0934,-0.2667,0.859,1538.1,-0.2032,-0.025,-0.1275,-0.1275,0,-0.1275,-0.1353,False
S13::fvg=bull/mode=revert/stop=struct/exit=rr3/id=c19e46089801,S13,15505,1033.0,0.295,-0.0602,-0.2399,0.916,1128.1,-0.2206,0.0075,-0.0918,-0.0963,1,-0.0963,-0.1127,False
S13::fvg=bull/mode=revert/stop=struct/exit=time/id=4dc74e99096f,S13,17983,1199.0,0.229,0.0127,-0.2011,1.016,722.5,-0.5862,0.1192,-0.0235,-0.0575,1,-0.0575,-0.1348,False
