object,family,mechanism,feature,n_bins,omni_p,best_pos_bin,best_pos_exp,best_pos_N,best_pos_days,best_pos_lift,best_pos_z,pooled_exp,rank,bh_thresh,fdr_sig
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f002,5,1.0,,,0,0,,,-0.1791938310904777,2511,0.02426086956521739,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f044,5,1.0,,,0,0,,,-0.14850806707979777,2512,0.024270531400966185,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f043,5,1.0,,,0,0,,,-0.14850806707979777,2513,0.024280193236714976,False
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f012,5,1.0,,,0,0,,,-0.6253044035935208,2514,0.02428985507246377,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f041,5,1.0,,,0,0,,,-0.14850806707979777,2515,0.02429951690821256,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f035,5,1.0,,,0,0,,,-0.14850806707979777,2516,0.02430917874396135,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f034,3,1.0,,,0,0,,,-0.14850806707979777,2517,0.024318840579710146,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f033,5,1.0,,,0,0,,,-0.14850806707979777,2518,0.02432850241545894,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f028,5,1.0,,,0,0,,,-0.14850806707979777,2519,0.02433816425120773,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f027,5,1.0,,,0,0,,,-0.14850806707979777,2520,0.024347826086956525,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f023,5,1.0,,,0,0,,,-0.14850806707979777,2521,0.024357487922705316,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f022,5,1.0,,,0,0,,,-0.14850806707979777,2522,0.02436714975845411,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f020,5,1.0,,,0,0,,,-0.14850806707979777,2523,0.0243768115942029,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f011,37,1.0,47.0,0.22676766476819982,35,35,0.3774431659428293,1.5151130216707345,-0.14850806707979777,2524,0.02438647342995169,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f010,5,1.0,,,0,0,,,-0.14850806707979777,2525,0.024396135265700485,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f007,5,1.0,,,0,0,,,-0.14850806707979777,2526,0.024405797101449276,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f004,5,1.0,,,0,0,,,-0.14850806707979777,2527,0.02441545893719807,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f003,5,1.0,,,0,0,,,-0.14850806707979777,2528,0.02442512077294686,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f044,5,1.0,,,0,0,,,-0.11455623302072095,2529,0.02443478260869565,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f042,5,1.0,,,0,0,,,-0.11455623302072095,2530,0.024444444444444446,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f037,2,1.0,,,0,0,,,-0.11455623302072095,2531,0.024454106280193236,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f033,5,1.0,,,0,0,,,-0.11455623302072095,2532,0.02446376811594203,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f023,5,1.0,,,0,0,,,-0.11455623302072095,2533,0.02447342995169082,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f022,5,1.0,,,0,0,,,-0.11455623302072095,2534,0.024483091787439615,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f014,5,1.0,,,0,0,,,-0.11455623302072095,2535,0.02449275362318841,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f003,5,1.0,,,0,0,,,-0.11455623302072095,2536,0.0245024154589372,False
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f022,5,1.0,,,0,0,,,-0.17687497367340774,2537,0.02451207729468599,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f037,2,1.0,,,0,0,,,-0.07835108961063955,2538,0.024521739130434785,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f036,5,1.0,,,0,0,,,-0.07835108961063955,2539,0.024531400966183576,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f034,3,1.0,,,0,0,,,-0.07835108961063955,2540,0.02454106280193237,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f028,5,1.0,,,0,0,,,-0.07835108961063955,2541,0.02455072463768116,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f022,5,1.0,,,0,0,,,-0.07835108961063955,2542,0.02456038647342995,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f017,23,1.0,19.0,0.10637698233306762,122,112,0.18984542543533575,1.5528862348731955,-0.07835108961063955,2543,0.024570048309178746,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f006,5,1.0,,,0,0,,,-0.07835108961063955,2544,0.024579710144927536,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f002,5,1.0,,,0,0,,,-0.07835108961063955,2545,0.02458937198067633,False
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f040,5,1.0,,,0,0,,,-0.2797389306514087,2546,0.02459903381642512,False
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f038,5,1.0,,,0,0,,,-0.2797389306514087,2547,0.024608695652173912,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f006,5,1.0,,,0,0,,,-0.1740521879042388,2548,0.024618357487922706,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f004,5,1.0,,,0,0,,,-0.1740521879042388,2549,0.0246280193236715,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f046,2,1.0,,,0,0,,,-0.3144243577251478,2550,0.02463768115942029,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f042,5,1.0,,,0,0,,,-0.3144243577251478,2551,0.024647342995169085,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f041,5,1.0,,,0,0,,,-0.3144243577251478,2552,0.024657004830917876,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f036,5,1.0,,,0,0,,,-0.3144243577251478,2553,0.02466666666666667,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f031,2,1.0,,,0,0,,,-0.3144243577251478,2554,0.02467632850241546,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f030,5,1.0,,,0,0,,,-0.3144243577251478,2555,0.02468599033816425,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f024,2,1.0,,,0,0,,,-0.3144243577251478,2556,0.024695652173913046,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f023,5,1.0,,,0,0,,,-0.3144243577251478,2557,0.024705314009661836,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f020,5,1.0,,,0,0,,,-0.3144243577251478,2558,0.02471497584541063,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f035,5,1.0,,,0,0,,,-0.1740521879042388,2559,0.02472463768115942,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f023,5,1.0,,,0,0,,,-0.1740521879042388,2560,0.024734299516908212,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f001,5,1.0,,,0,0,,,-0.3144243577251478,2561,0.024743961352657006,False
S20::3a706309724e,S20,M21_META_ROUTER,f044,5,1.0,,,0,0,,,-0.062153001502173844,2562,0.024753623188405797,False
S20::3a706309724e,S20,M21_META_ROUTER,f043,5,1.0,,,0,0,,,-0.062153001502173844,2563,0.02476328502415459,False
S20::3a706309724e,S20,M21_META_ROUTER,f040,5,1.0,,,0,0,,,-0.062153001502173844,2564,0.02477294685990338,False
S20::3a706309724e,S20,M21_META_ROUTER,f039,4,1.0,1.0,0.08583494318829349,64,57,0.15452433424201317,0.8455792345822224,-0.062153001502173844,2565,0.024782608695652176,False
S20::3a706309724e,S20,M21_META_ROUTER,f037,2,1.0,,,0,0,,,-0.062153001502173844,2566,0.02479227053140097,False
S20::3a706309724e,S20,M21_META_ROUTER,f034,3,1.0,,,0,0,,,-0.062153001502173844,2567,0.02480193236714976,False
S20::3a706309724e,S20,M21_META_ROUTER,f033,4,1.0,3.0,0.1357195275729467,34,32,0.2024213228469624,0.8532209810322424,-0.062153001502173844,2568,0.02481159420289855,False
S20::3a706309724e,S20,M21_META_ROUTER,f030,5,1.0,3.0,0.022252614371938605,219,166,0.09869064669051944,1.0032245192707796,-0.062153001502173844,2569,0.024821256038647346,False
S20::3a706309724e,S20,M21_META_ROUTER,f028,5,1.0,4.0,0.16930718325947855,47,45,0.23888080460053213,1.0938397165708604,-0.062153001502173844,2570,0.024830917874396136,False
S20::3a706309724e,S20,M21_META_ROUTER,f027,5,1.0,,,0,0,,,-0.062153001502173844,2571,0.02484057971014493,False
S20::3a706309724e,S20,M21_META_ROUTER,f021,2,1.0,,,0,0,,,-0.062153001502173844,2572,0.02485024154589372,False
S20::3a706309724e,S20,M21_META_ROUTER,f014,5,1.0,4.0,0.056360181422020664,119,115,0.1286301619543087,0.9847761714571227,-0.062153001502173844,2573,0.024859903381642512,False
S20::3a706309724e,S20,M21_META_ROUTER,f013,5,1.0,0.0,0.05445753587348003,93,91,0.12424770637279178,0.8365168565917034,-0.062153001502173844,2574,0.024869565217391306,False
S20::3a706309724e,S20,M21_META_ROUTER,f012,5,1.0,,,0,0,,,-0.062153001502173844,2575,0.024879227053140097,False
S20::3a706309724e,S20,M21_META_ROUTER,f009,5,1.0,,,0,0,,,-0.062153001502173844,2576,0.02488888888888889,False
S20::3a706309724e,S20,M21_META_ROUTER,f008,4,1.0,3.0,0.13397023698776941,43,43,0.20186017675869672,0.9006330279996032,-0.062153001502173844,2577,0.02489855072463768,False
S20::3a706309724e,S20,M21_META_ROUTER,f005,5,1.0,2.0,0.011394713988089715,325,243,0.09366809220266734,1.1377087943604083,-0.062153001502173844,2578,0.024908212560386472,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f044,5,1.0,,,0,0,,,-0.2084882388941829,2579,0.024917874396135267,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f042,5,1.0,,,0,0,,,-0.2084882388941829,2580,0.02492753623188406,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f006,5,1.0,,,0,0,,,-0.14407963683864652,2581,0.02493719806763285,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f035,5,1.0,,,0,0,,,-0.2084882388941829,2582,0.024946859903381646,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f022,5,1.0,,,0,0,,,-0.2084882388941829,2583,0.024956521739130436,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f014,5,1.0,,,0,0,,,-0.2084882388941829,2584,0.02496618357487923,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f009,5,1.0,,,0,0,,,-0.2084882388941829,2585,0.02497584541062802,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f003,5,1.0,,,0,0,,,-0.2084882388941829,2586,0.024985507246376812,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f042,5,1.0,,,0,0,,,-0.1687544865282243,2587,0.024995169082125606,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f038,5,1.0,,,0,0,,,-0.1687544865282243,2588,0.0250048309178744,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f034,3,1.0,,,0,0,,,-0.1687544865282243,2589,0.02501449275362319,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f007,5,1.0,,,0,0,,,-0.1687544865282243,2590,0.025024154589371985,False
S19::762b6018f2c5,S19,M15_GAP,f008,2,1.0,,,0,0,,,-0.2669320577565558,2591,0.025033816425120776,False
S19::762b6018f2c5,S19,M15_GAP,f003,2,1.0,,,0,0,,,-0.2669320577565558,2592,0.02504347826086957,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f046,2,1.0,,,0,0,,,-0.27062340875942975,2593,0.02505314009661836,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f037,2,1.0,,,0,0,,,-0.27062340875942975,2594,0.02506280193236715,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f036,5,1.0,,,0,0,,,-0.27062340875942975,2595,0.025072463768115946,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f030,5,1.0,,,0,0,,,-0.27062340875942975,2596,0.025082125603864736,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f015,2,1.0,,,0,0,,,-0.14407963683864652,2597,0.02509178743961353,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f026,5,1.0,,,0,0,,,-0.27062340875942975,2598,0.02510144927536232,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f013,5,1.0,,,0,0,,,-0.27062340875942975,2599,0.025111111111111112,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f034,3,1.0,,,0,0,,,-0.2196943442096486,2600,0.025120772946859906,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f033,5,1.0,,,0,0,,,-0.2196943442096486,2601,0.025130434782608697,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f030,5,1.0,,,0,0,,,-0.2196943442096486,2602,0.02514009661835749,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f028,5,1.0,,,0,0,,,-0.2196943442096486,2603,0.02514975845410628,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f027,5,1.0,,,0,0,,,-0.2196943442096486,2604,0.025159420289855072,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f026,5,1.0,,,0,0,,,-0.2196943442096486,2605,0.025169082125603866,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f010,5,1.0,,,0,0,,,-0.2196943442096486,2606,0.025178743961352657,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f006,5,1.0,,,0,0,,,-0.2196943442096486,2607,0.02518840579710145,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f003,5,1.0,,,0,0,,,-0.2196943442096486,2608,0.025198067632850242,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f002,5,1.0,,,0,0,,,-0.2196943442096486,2609,0.025207729468599033,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f041,5,1.0,4.0,0.031148830958077512,46,46,0.17635581178534632,0.8288994343790405,-0.14407963683864652,2610,0.025217391304347827,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f037,2,1.0,,,0,0,,,-0.14407963683864652,2611,0.025227053140096618,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f033,5,1.0,,,0,0,,,-0.14407963683864652,2612,0.025236714975845412,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f044,4,1.0,2.0,0.07758539267065605,74,45,0.12956722094822842,0.8013405820784093,-0.02144687811779879,2613,0.025246376811594202,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f040,5,1.0,0.0,0.09114060670477085,91,78,0.158531256655995,1.0573153329673273,-0.02144687811779879,2614,0.025256038647342993,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f038,5,1.0,4.0,0.05242157797416266,116,102,0.1171449253175551,0.8626382919413994,-0.02144687811779879,2615,0.025265700483091787,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f037,2,1.0,,,0,0,,,-0.02144687811779879,2616,0.025275362318840578,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f022,5,1.0,3.0,0.059431611867656844,52,49,0.096930709371882,0.4883475848130795,-0.02144687811779879,2617,0.025285024154589372,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f008,5,1.0,1.0,0.12119602811852662,38,29,0.16228214695002244,0.672510351598416,-0.02144687811779879,2618,0.025294685990338163,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f005,5,1.0,2.0,0.0646262734932844,57,51,0.10516330585945577,0.5187018429858341,-0.02144687811779879,2619,0.02530434782608696,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f004,5,1.0,1.0,0.08755229513796056,58,45,0.13369429844651737,0.6520481826513859,-0.02144687811779879,2620,0.02531400966183575,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f038,5,1.0,4.0,0.02571154733275685,289,253,0.03525446320360832,0.4074428926655656,0.0036035871818489063,2621,0.025323671497584545,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f028,4,1.0,2.0,0.09872245451511419,171,134,0.12204821553523273,1.1408110598409251,0.0036035871818489063,2622,0.025333333333333336,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f023,5,1.0,0.0,0.16677037418065668,50,41,0.1744196688607945,0.8360704103654271,0.0036035871818489063,2623,0.02534299516908213,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f020,5,1.0,2.0,0.11643575464918225,85,46,0.1267317823002657,0.7053366201986323,0.0036035871818489063,2624,0.02535265700483092,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f012,5,1.0,2.0,0.06881935600179888,238,158,0.07810634897532673,0.8684675442684823,0.002918726695630246,2625,0.025362318840579712,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f005,5,1.0,4.0,0.05973933516267376,352,264,0.07390075721204721,1.0275986272191298,0.002918726695630246,2626,0.025371980676328506,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f004,5,1.0,0.0,0.04629345586198913,210,167,0.05031204304673617,0.5112851739883478,0.002918726695630246,2627,0.025381642512077297,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f002,5,1.0,0.0,0.0694521485572933,122,103,0.07232719592813193,0.5372466813160793,0.002918726695630246,2628,0.02539130434782609,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f016,4,1.0,2.0,0.08884125023463255,170,156,0.10918874192711953,1.0230271114477596,0.0036035871818489063,2629,0.02540096618357488,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f014,5,1.0,2.0,0.06750073833416205,129,115,0.0766567989830382,0.5935197229558942,0.0036035871818489063,2630,0.025410628019323672,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f013,5,1.0,0.0,0.08372807318837366,89,86,0.09051964526976192,0.5947347641123145,0.0036035871818489063,2631,0.025420289855072466,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f007,4,1.0,3.0,0.04552916443477694,263,198,0.0634615671308969,0.7204857168748824,0.0036035871818489063,2632,0.025429951690821257,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f004,5,1.0,2.0,0.055885812855507304,191,152,0.06938137824843364,0.6673947349830311,0.0036035871818489063,2633,0.02543961352657005,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f044,5,1.0,,,0,0,,,-0.16152008753853492,2634,0.025449275362318842,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f038,5,1.0,,,0,0,,,-0.16152008753853492,2635,0.025458937198067633,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f033,5,1.0,,,0,0,,,-0.16152008753853492,2636,0.025468599033816427,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f021,2,1.0,,,0,0,,,-0.16152008753853492,2637,0.025478260869565218,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f020,5,1.0,,,0,0,,,-0.16152008753853492,2638,0.02548792270531401,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f031,2,1.0,1.0,0.001427908873098204,1117,346,-0.005592402817035205,-0.13811170528153804,0.002918726695630246,2639,0.025497584541062802,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f030,5,1.0,4.0,0.04306797043764849,442,244,0.056565493264656604,0.8530253720747203,0.002918726695630246,2640,0.025507246376811593,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f028,5,1.0,0.0,0.06730944022188101,229,178,0.0757859789029984,0.8049815529893249,0.002918726695630246,2641,0.025516908212560387,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f026,5,1.0,3.0,0.06366251404499908,357,242,0.07934201383626822,1.0504940886559992,0.002918726695630246,2642,0.025526570048309178,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f019,11,1.0,9.0,0.149545314210142,160,47,0.16383880615157845,1.5774342044871583,0.002918726695630246,2643,0.025536231884057972,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f015,2,1.0,1.0,0.008432256006197437,325,235,0.0070092697328830176,0.09142961127152263,0.002918726695630246,2644,0.025545893719806763,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f014,5,1.0,3.0,0.057228479132486104,299,216,0.06757659555664337,0.8346775273682255,0.002918726695630246,2645,0.025555555555555554,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f002,5,1.0,,,0,0,,,-0.16152008753853492,2646,0.025565217391304348,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f037,2,1.0,,,0,0,,,-0.07335208704947947,2647,0.02557487922705314,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f032,5,1.0,0.0,0.028832444165763513,183,172,0.11843107266823123,1.2329469662126447,-0.07335208704947947,2648,0.025584541062801933,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f030,4,1.0,,,0,0,,,-0.07335208704947947,2649,0.025594202898550723,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f017,15,1.0,1.0,0.09822011463535621,64,64,0.18021835987997697,1.0189744761625383,-0.07335208704947947,2650,0.02560386473429952,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f010,5,1.0,,,0,0,,,-0.07335208704947947,2651,0.02561352657004831,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f008,3,1.0,,,0,0,,,-0.07335208704947947,2652,0.025623188405797106,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f001,5,1.0,,,0,0,,,-0.07335208704947947,2653,0.025632850241545897,False
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f044,5,1.0,,,0,0,,,-0.15238831279984705,2654,0.02564251207729469,False
SESS_A,SESS_A,M06_SESSION_TIME,f001,5,1.0,0.0,0.05224016079486055,614,614,0.0521118766838821,1.0026363149759718,0.009844862393366436,2655,0.02565217391304348,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f044,5,1.0,2.0,0.049650303878839445,377,117,0.06210487962480596,0.8416131092898949,0.002918726695630246,2656,0.025661835748792272,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f043,5,1.0,3.0,0.059198918138925034,316,224,0.07101469061154762,0.8893379780075321,0.002918726695630246,2657,0.025671497584541066,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f040,5,1.0,2.0,0.05589077448236229,276,222,0.06469641441795743,0.7183890505150093,0.002918726695630246,2658,0.025681159420289857,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f037,2,1.0,1.0,0.012139256136995673,978,408,0.025766727227889107,0.5717057264543417,0.002918726695630246,2659,0.02569082125603865,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f035,5,1.0,4.0,0.04411941388386463,386,178,0.05518790377104748,0.847383250040459,0.002918726695630246,2660,0.025700483091787442,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f034,3,1.0,3.0,0.0076108238217703185,361,255,0.006149796835724036,0.08134583259620301,0.002918726695630246,2661,0.025710144927536233,False
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f032,5,1.0,,,0,0,,,-0.15238831279984705,2662,0.025719806763285027,False
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f027,5,1.0,,,0,0,,,-0.15238831279984705,2663,0.025729468599033817,False
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f011,12,1.0,28.0,0.045904055870013546,87,87,0.213267573595449,1.6191462371211742,-0.15238831279984705,2664,0.02573913043478261,False
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f003,5,1.0,,,0,0,,,-0.15238831279984705,2665,0.025748792270531402,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f041,5,1.0,,,0,0,,,-0.15124934773689036,2666,0.025758454106280193,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f037,2,1.0,,,0,0,,,-0.15124934773689036,2667,0.025768115942028987,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f036,5,1.0,,,0,0,,,-0.15124934773689036,2668,0.025777777777777778,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f030,5,1.0,,,0,0,,,-0.15124934773689036,2669,0.025787439613526572,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f028,5,1.0,,,0,0,,,-0.15124934773689036,2670,0.025797101449275363,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f020,5,1.0,,,0,0,,,-0.15124934773689036,2671,0.025806763285024154,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f010,5,1.0,,,0,0,,,-0.15124934773689036,2672,0.025816425120772948,False
SESS_A,SESS_A,M06_SESSION_TIME,f013,5,1.0,0.0,0.2501150005480971,38,38,0.243075135159302,1.1154120875393403,0.009844862393366436,2673,0.02582608695652174,False
SESS_A,SESS_A,M06_SESSION_TIME,f012,5,1.0,2.0,0.04687802807792821,275,275,0.04040762577841681,0.5057251091660554,0.009844862393366436,2674,0.025835748792270533,False
SESS_A,SESS_A,M06_SESSION_TIME,f010,5,1.0,4.0,0.0626969807206602,541,541,0.06324201513509388,1.1132922480079397,0.009844862393366436,2675,0.025845410628019323,False
SESS_A,SESS_A,M06_SESSION_TIME,f009,5,1.0,4.0,0.0359075326216133,377,377,0.029432226701514734,0.4329140055746467,0.009844862393366436,2676,0.025855072463768114,False
SESS_A,SESS_A,M06_SESSION_TIME,f005,5,1.0,1.0,0.07205297799477198,386,386,0.07046829194201186,1.0500276547756993,0.009844862393366436,2677,0.025864734299516908,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f007,5,1.0,,,0,0,,,-0.15124934773689036,2678,0.0258743961352657,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f044,5,1.0,,,0,0,,,-0.23235864181773025,2679,0.025884057971014493,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f038,5,1.0,,,0,0,,,-0.23235864181773025,2680,0.025893719806763284,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f023,5,1.0,,,0,0,,,-0.23235864181773025,2681,0.02590338164251208,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f015,2,1.0,,,0,0,,,-0.23235864181773025,2682,0.025913043478260872,False
