object,family,mechanism,feature,n_bins,omni_p,best_pos_bin,best_pos_exp,best_pos_N,best_pos_days,best_pos_lift,best_pos_z,pooled_exp,rank,bh_thresh,fdr_sig,feature_name
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f037,2,2.103202997494336e-05,,,0,0,,,-0.6253044035935208,153,0.0014782608695652,True,disp_recent
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f022,3,2.136044108791424e-05,2.0,0.2746918923104328,46,46,0.3604741214799092,1.854290709987011,-0.0733520870494794,154,0.001487922705314,True,rloc_20
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f033,4,2.230603493558192e-05,2.0,0.0898972208874317,47,45,0.2518387384551497,1.2985908350632869,-0.152388312799847,155,0.0014975845410628,True,rloc_sess
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f005,5,2.231700076738008e-05,,,0,0,,,-0.1821402258358029,156,0.0015072463768115,True,atr_over_atrma
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f015,2,2.3913274782128013e-05,,,0,0,,,-0.6253044035935208,157,0.0015169082125603,True,compress_flag
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f036,5,2.40167243381606e-05,,,0,0,,,-0.1768749736734077,158,0.0015265700483091,True,dist_prev_sess_low_atr
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f043,5,2.416140790550969e-05,,,0,0,,,-0.2797389306514087,159,0.0015362318840579,True,dist_or_high_atr
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f015,2,2.5276320551714804e-05,,,0,0,,,-0.1687544865282243,160,0.0015458937198067,True,compress_flag
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f015,2,2.6685143172500148e-05,0.0,0.0217226354441255,703,665,0.1508573492976276,3.103522509160242,-0.0824976353327315,161,0.0015555555555555,True,compress_flag
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f015,2,2.903417419686249e-05,,,0,0,,,-0.3144243577251478,162,0.0015652173913043,True,compress_flag
S6::7199b701458a,S6,M06_SESSION_TIME,f022,3,3.1025042674270864e-05,,,0,0,,,-0.5031640871587263,163,0.0015748792270531,True,rloc_20
S18::18995ee3f508,S18,M06_SESSION_TIME,f016,3,3.440394827758375e-05,,,0,0,,,-0.2196943442096486,164,0.0015845410628019,True,bars_to_sess_end
S6::7199b701458a,S6,M06_SESSION_TIME,f033,5,3.5570114900185246e-05,,,0,0,,,-0.5031640871587263,165,0.0015942028985507,True,rloc_sess
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f015,2,3.620287686700863e-05,,,0,0,,,-0.0580988841413395,166,0.0016038647342995,True,compress_flag
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f016,5,3.655726015461269e-05,,,0,0,,,-0.2259536905507216,167,0.0016135265700483,True,bars_to_sess_end
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f017,5,3.855979116007546e-05,3.0,0.1324251268698928,214,213,0.2372496899265864,2.56786146022919,-0.0824976353327315,168,0.0016231884057971,True,hour_utc
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f039,4,3.889633313569618e-05,,,0,0,,,-0.1512493477368903,169,0.0016328502415458,True,session_id
S31::9584b16899ad,S31,M06_SESSION_TIME,f015,2,4.22335952068309e-05,,,0,0,,,-0.2468575655120184,170,0.0016425120772946,True,compress_flag
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f022,5,4.6394011548045455e-05,,,0,0,,,-0.6253044035935208,171,0.0016521739130434,True,rloc_20
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f036,5,4.814489677151812e-05,,,0,0,,,-0.164287958331933,172,0.0016618357487922,True,dist_prev_sess_low_atr
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f016,5,4.915816276485074e-05,,,0,0,,,-0.1440796368386465,173,0.001671497584541,True,bars_to_sess_end
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f008,4,5.032277988448186e-05,0.0,0.0283126451337405,560,543,0.14701433942868,2.676582531387129,-0.0824976353327315,174,0.0016811594202898,True,dist_vwap_atr
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f010,5,5.955067002405556e-05,,,0,0,,,-0.3255470396563592,175,0.0016908212560386,True,bars_since_20bar_high
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f005,5,5.960456342268827e-05,,,0,0,,,-0.1572910268826625,176,0.0017004830917874,True,atr_over_atrma
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f007,5,5.992727937775833e-05,2.0,0.099479375266584,313,305,0.2110228057638162,2.6668891535745693,-0.0824976353327315,177,0.0017101449275362,True,ret_96_atr
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f037,2,6.0422645828506205e-05,,,0,0,,,-0.2259536905507216,178,0.001719806763285,True,disp_recent
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f003,5,6.180961656720996e-05,,,0,0,,,-0.6026326920420786,179,0.0017294685990338,True,vol_rel_sess
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f043,5,6.530104563973183e-05,,,0,0,,,-0.3144243577251478,180,0.0017391304347826,True,dist_or_high_atr
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f027,5,7.233573849685371e-05,,,0,0,,,-0.3737354389272471,181,0.0017487922705314,True,atr_pct_rank
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f036,5,7.589397086449345e-05,,,0,0,,,-0.1954025256313247,182,0.0017584541062801,True,dist_prev_sess_low_atr
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f016,5,7.734374412038392e-05,,,0,0,,,-0.1687544865282243,183,0.0017681159420289,True,bars_to_sess_end
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f009,5,7.892296840728008e-05,,,0,0,,,-0.1615200875385349,184,0.0017777777777777,True,dist_pdl_atr
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f014,5,7.946135627601159e-05,,,0,0,,,-0.1757948604079745,185,0.0017874396135265,True,bars_since_20bar_low
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f014,5,8.036511250253398e-05,,,0,0,,,-0.3255470396563592,186,0.0017971014492753,True,bars_since_20bar_low
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f037,2,8.168089649629451e-05,,,0,0,,,-0.1792331034018087,187,0.0018067632850241,True,disp_recent
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f040,5,8.233388582912227e-05,,,0,0,,,-0.1698854030120568,188,0.0018164251207729,True,bar_in_sess
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f013,5,8.842268211073367e-05,4.0,0.3384686430896529,113,94,0.5622560878564171,4.292282982627407,-0.0214468781177987,189,0.0018260869565217,True,vol_rel_20
S18::3933c532ec9c,S18,M06_SESSION_TIME,f027,5,9.666828787446846e-05,,,0,0,,,-0.2706234087594297,190,0.0018357487922705,True,atr_pct_rank
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f013,5,0.0001052864760664,,,0,0,,,-0.3737354389272471,191,0.0018454106280193,True,vol_rel_20
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f003,5,0.0001078957427991,,,0,0,,,-0.1698854030120568,192,0.0018550724637681,True,vol_rel_sess
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f012,5,0.0001082615157943,,,0,0,,,-0.3652404446864761,193,0.0018647342995169,True,dist_pwl_atr
S40::43b9c7dbd606,S40,M21_META_ROUTER,f017,24,0.0001083640043457,,,0,0,,,-0.1929964957240371,194,0.0018743961352657,True,hour_utc
S6::7199b701458a,S6,M06_SESSION_TIME,f030,4,0.000109409197492,,,0,0,,,-0.5031640871587263,195,0.0018840579710144,True,rloc_96
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f014,5,0.0001100276733911,,,0,0,,,-0.2797389306514087,196,0.0018937198067632,True,bars_since_20bar_low
S18::3933c532ec9c,S18,M06_SESSION_TIME,f005,5,0.0001142592232983,,,0,0,,,-0.2706234087594297,197,0.001903381642512,True,atr_over_atrma
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f008,5,0.0001164658124253,,,0,0,,,-0.1001845799762217,198,0.0019130434782608,True,dist_vwap_atr
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f015,2,0.0001198177720382,,,0,0,,,-0.6026326920420786,199,0.0019227053140096,True,compress_flag
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f037,2,0.0001226055409153,,,0,0,,,-0.3255470396563592,200,0.0019323671497584,True,disp_recent
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f042,5,0.0001263116674121,,,0,0,,,-0.2239875030282,201,0.0019420289855072,True,dist_pdmid_atr
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f042,4,0.0001275371669624,4.0,0.2945338580053495,65,53,0.3984656672396328,2.1863410776202943,-0.0214468781177987,202,0.001951690821256,True,dist_pdmid_atr
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f027,5,0.0001355152075444,,,0,0,,,-0.2797389306514087,203,0.0019613526570048,True,atr_pct_rank
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f013,5,0.0001364819854032,,,0,0,,,-0.1698854030120568,204,0.0019710144927536,True,vol_rel_20
S30::282a94fa23d8,S30,M06_SESSION_TIME,f015,2,0.0001368786007232,,,0,0,,,-0.146454009554978,205,0.0019806763285024,True,compress_flag
S28::b2a817579286,S28,M16_AUCTION_VALUE,f012,5,0.0001470593684194,0.0,0.0572125030822426,609,349,0.2302744360243131,4.177972862639364,-0.1509808226383693,206,0.0019903381642512,True,dist_pwl_atr
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f039,4,0.0001508547392266,,,0,0,,,-0.2239875030282,207,0.002,True,session_id
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f041,5,0.0001569234137299,,,0,0,,,-0.1001845799762217,208,0.0020096618357487,True,ret_12_atr
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f033,5,0.0001609488158349,,,0,0,,,-0.3144243577251478,209,0.0020193236714975,True,rloc_sess
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f041,5,0.0001731028156981,,,0,0,,,-0.2797389306514087,210,0.0020289855072463,True,ret_12_atr
SESS_C,SESS_C,M06_SESSION_TIME,f037,2,0.0001764658748553,,,0,0,,,-0.2791331001590712,211,0.0020386473429951,True,disp_recent
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f016,5,0.0001855769764147,,,0,0,,,-0.1740521879042388,212,0.0020483091787439,True,bars_to_sess_end
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f043,5,0.0001964836087542,,,0,0,,,-0.1954025256313247,213,0.0020579710144927,True,dist_or_high_atr
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f012,5,0.0002127220079795,,,0,0,,,-0.1615200875385349,214,0.0020676328502415,True,dist_pwl_atr
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f017,20,0.0002186294864214,10.0,0.067352863549162,44,42,0.2925096611253329,1.2381906046814497,-0.2239875030282,215,0.0020772946859903,True,hour_utc
S51::049ca99687f4,S51,M06_SESSION_TIME,f027,5,0.0002551486137969,,,0,0,,,-0.1820980069014957,216,0.0020869565217391,True,atr_pct_rank
SESS_B,SESS_B,M06_SESSION_TIME,f016,3,0.0002770594402381,,,0,0,,,-0.3656137311760934,217,0.0020966183574879,True,bars_to_sess_end
S18::3933c532ec9c,S18,M06_SESSION_TIME,f016,3,0.0002863838668123,2.0,0.189887288871507,31,31,0.4642312688132561,1.7032198278596888,-0.2706234087594297,218,0.0021062801932367,True,bars_to_sess_end
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f003,5,0.0003167787277691,,,0,0,,,-0.1791938310904777,219,0.0021159420289855,True,vol_rel_sess
S31::9584b16899ad,S31,M06_SESSION_TIME,f037,2,0.000324448433389,,,0,0,,,-0.2468575655120184,220,0.0021256038647342,True,disp_recent
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f002,5,0.000325310212933,,,0,0,,,-0.1698854030120568,221,0.002135265700483,True,ret_1_atr
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f015,2,0.0003297660496892,,,0,0,,,-0.1021182368524002,222,0.0021449275362318,True,compress_flag
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f040,5,0.0003393048587618,2.0,0.0216447177605618,695,680,0.2216227030794165,3.983663406020157,-0.1768749736734077,223,0.0021545893719806,True,bar_in_sess
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f021,2,0.0003553488379921,,,0,0,,,-0.6253044035935208,224,0.0021642512077294,True,fvg_present
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f005,2,0.0003651337880179,3.0,0.1042620589733756,113,110,0.1685131636021319,1.776883678915726,-0.0228554796569282,225,0.0021739130434782,True,atr_over_atrma
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f030,5,0.0003779366729605,0.0,0.3074093193063619,70,57,0.4873304244478981,2.7033842310847134,-0.152388312799847,226,0.002183574879227,True,rloc_96
S18::3933c532ec9c,S18,M06_SESSION_TIME,f023,5,0.0003883039617535,,,0,0,,,-0.2706234087594297,227,0.0021932367149758,True,dist_pwh_atr
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f017,24,0.0003888950600217,,,0,0,,,-0.3737354389272471,228,0.0022028985507246,True,hour_utc
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f013,5,0.0003969675927806,,,0,0,,,-0.2239875030282,229,0.0022125603864734,True,vol_rel_20
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f043,5,0.0003974108184501,,,0,0,,,-0.152388312799847,230,0.0022222222222222,True,dist_or_high_atr
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f003,5,0.0003992764539662,,,0,0,,,-0.1792331034018087,231,0.002231884057971,True,vol_rel_sess
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f016,5,0.0004029839300012,,,0,0,,,-0.1698854030120568,232,0.0022415458937198,True,bars_to_sess_end
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f027,5,0.0004052597352033,,,0,0,,,-0.6026326920420786,233,0.0022512077294685,True,atr_pct_rank
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f005,4,0.0004161611532866,1.0,0.2902631017665356,80,75,0.3868123300482967,2.384284979218509,-0.0733520870494794,234,0.0022608695652173,True,atr_over_atrma
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f027,5,0.0004175668548178,,,0,0,,,-0.1687544865282243,235,0.0022705314009661,True,atr_pct_rank
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f003,5,0.0004185371374809,,,0,0,,,-0.1615200875385349,236,0.0022801932367149,True,vol_rel_sess
S6::7199b701458a,S6,M06_SESSION_TIME,f028,3,0.0004278177077825,,,0,0,,,-0.5031640871587263,237,0.0022898550724637,True,dist_prev_sess_high_atr
S12::061854e10b15,S12,M12_RANGE_ROTATION,f021,2,0.0004369331664539,,,0,0,,,-0.2424089430019912,238,0.0022995169082125,True,fvg_present
S6::7199b701458a,S6,M06_SESSION_TIME,f041,3,0.0004426871969398,,,0,0,,,-0.5031640871587263,239,0.0023091787439613,True,ret_12_atr
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f011,9,0.0004546304001662,6.0,0.1477730659068942,118,118,0.2428736431442064,2.003556006297265,-0.0824976353327315,240,0.0023188405797101,True,halfhour_bucket_utc
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f035,5,0.0004590553127781,,,0,0,,,-0.1821402258358029,241,0.0023285024154589,True,dist_pdh_atr
S51::049ca99687f4,S51,M06_SESSION_TIME,f003,5,0.0004756088645962,,,0,0,,,-0.1820980069014957,242,0.0023381642512077,True,vol_rel_sess
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f001,5,0.0004943499194498,4.0,0.0012863429054589,1114,786,0.0760154791659874,2.3612088613931035,-0.0580988841413395,243,0.0023478260869565,True,weekday
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f028,5,0.0005107606270615,0.0,0.4925924139527721,65,56,0.6806909032764012,3.885422386171917,-0.152388312799847,244,0.0023574879227053,True,dist_prev_sess_high_atr
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f039,4,0.0005264083534584,1.0,0.1788448727123409,84,82,0.1861956361247049,1.1548479735604882,0.0029187266956302,245,0.0023671497584541,True,session_id
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f028,5,0.0005320128256336,,,0,0,,,-0.1001845799762217,246,0.0023768115942028,True,dist_prev_sess_high_atr
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f005,5,0.0005356935228828,2.0,0.1040093514894908,275,269,0.2121645262800068,2.655511100213295,-0.0824976353327315,247,0.0023864734299516,True,atr_over_atrma
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f037,2,0.0005418078502028,,,0,0,,,-0.1740521879042388,248,0.0023961352657004,True,disp_recent
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f011,48,0.0005526288227457,,,0,0,,,-0.6253044035935208,249,0.0024057971014492,True,halfhour_bucket_utc
S40::43b9c7dbd606,S40,M21_META_ROUTER,f030,5,0.000553550772735,,,0,0,,,-0.1929964957240371,250,0.002415458937198,True,rloc_96
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f004,5,0.0005651542092866,,,0,0,,,-0.2323586418177302,251,0.0024251207729468,True,dist_or_low_atr
S31::555f488885b1,S31,M06_SESSION_TIME,f040,4,0.0005689212353061,2.0,0.0851980117947849,32,32,0.3590554570898892,1.351710998301328,-0.2555616258255557,252,0.0024347826086956,True,bar_in_sess
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f011,48,0.0005749292498933,,,0,0,,,-0.3737354389272471,253,0.0024444444444444,True,halfhour_bucket_utc
S18::3933c532ec9c,S18,M06_SESSION_TIME,f001,5,0.0006125252447664,,,0,0,,,-0.2706234087594297,254,0.0024541062801932,True,weekday
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f005,5,0.0006130726745168,0.0,0.2914603274364578,31,28,0.4552387957390577,1.737255086677462,-0.152388312799847,255,0.002463768115942,True,atr_over_atrma
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f042,5,0.0006147502451625,,,0,0,,,-0.3652404446864761,256,0.0024734299516908,True,dist_pdmid_atr
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f011,48,0.0006859327494588,3.0,0.0563604374808975,291,291,0.2114593103546794,2.4370141540503854,-0.1512493477368903,257,0.0024830917874396,True,halfhour_bucket_utc
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f039,4,0.0006920294949193,,,0,0,,,-0.2323586418177302,258,0.0024927536231884,True,session_id
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f039,4,0.0006935372891536,,,0,0,,,-0.1440796368386465,259,0.0025024154589371,True,session_id
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f024,2,0.0007281086588815,,,0,0,,,-0.1821402258358029,260,0.0025120772946859,True,h1_trend_state
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f017,24,0.0007483555298648,,,0,0,,,-0.6253044035935208,261,0.0025217391304347,True,hour_utc
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f033,5,0.0007612364098297,,,0,0,,,-0.6253044035935208,262,0.0025314009661835,True,rloc_sess
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f016,5,0.0007803485140955,,,0,0,,,-0.2239875030282,263,0.0025410628019323,True,bars_to_sess_end
S40::43b9c7dbd606,S40,M21_META_ROUTER,f016,5,0.0007852900856863,,,0,0,,,-0.1929964957240371,264,0.0025507246376811,True,bars_to_sess_end
S30::282a94fa23d8,S30,M06_SESSION_TIME,f036,5,0.000789326641748,,,0,0,,,-0.146454009554978,265,0.0025603864734299,True,dist_prev_sess_low_atr
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f041,5,0.000802050987454,,,0,0,,,-0.6253044035935208,266,0.0025700483091787,True,ret_12_atr
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f027,5,0.0008048937231519,,,0,0,,,-0.1792331034018087,267,0.0025797101449275,True,atr_pct_rank
SESS_A,SESS_A,M06_SESSION_TIME,f037,2,0.0008049735030377,0.0,0.0870576296011048,319,319,0.0854948360508011,1.1510886540125422,0.0098448623933664,268,0.0025893719806763,True,disp_recent
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f016,5,0.0008195699946811,,,0,0,,,-0.1615200875385349,269,0.0025990338164251,True,bars_to_sess_end
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f022,5,0.0008235689185509,,,0,0,,,-0.1001845799762217,270,0.0026086956521739,True,rloc_20
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f037,2,0.0008385272372288,,,0,0,,,-0.1485080670797977,271,0.0026183574879227,True,disp_recent
S18::3933c532ec9c,S18,M06_SESSION_TIME,f028,5,0.0008526896029237,4.0,0.0109337836091003,200,200,0.2969092748313724,2.9144949242296145,-0.2706234087594297,272,0.0026280193236714,True,dist_prev_sess_high_atr
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f005,5,0.0008910986806642,,,0,0,,,-0.3737354389272471,273,0.0026376811594202,True,atr_over_atrma
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f037,2,0.0008979283174173,,,0,0,,,-0.1852561142249603,274,0.002647342995169,True,disp_recent
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f039,4,0.0009017875799077,,,0,0,,,-0.3255470396563592,275,0.0026570048309178,True,session_id
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f028,5,0.0009182098657856,,,0,0,,,-0.391199701626434,276,0.0026666666666666,True,dist_prev_sess_high_atr
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f013,5,0.0009210008953108,,,0,0,,,-0.1687544865282243,277,0.0026763285024154,True,vol_rel_20
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f003,5,0.0009625284296899,,,0,0,,,-0.3255470396563592,278,0.0026859903381642,True,vol_rel_sess
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f004,5,0.0009985708468152,,,0,0,,,-0.2084882388941829,279,0.002695652173913,True,dist_or_low_atr
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f021,2,0.0010111545419171,,,0,0,,,-0.1954025256313247,280,0.0027053140096618,True,fvg_present
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f027,5,0.0010155175803827,,,0,0,,,-0.1625746944243231,281,0.0027149758454106,True,atr_pct_rank
S29::10d4532019fd,S29,M06_SESSION_TIME,f036,5,0.0010661511103304,3.0,0.2192777547479473,165,165,0.4348294724274441,3.702803280274124,-0.1239209859419127,282,0.0027246376811594,True,dist_prev_sess_low_atr
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f009,5,0.0010698401522191,2.0,0.1550994754401488,226,223,0.2638163231921533,2.7454283516254967,-0.0824976353327315,283,0.0027342995169082,True,dist_pdl_atr
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f016,5,0.0010738688794809,,,0,0,,,-0.2797389306514087,284,0.002743961352657,True,bars_to_sess_end
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f021,2,0.001075555395503,,,0,0,,,-0.1001845799762217,285,0.0027536231884057,True,fvg_present
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f040,4,0.001075972168449,2.0,0.090676630192418,391,386,0.2091334465237335,3.0293673412139728,-0.0824976353327315,286,0.0027632850241545,True,bar_in_sess
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f031,2,0.001116400704415,,,0,0,,,-0.2239875030282,287,0.0027729468599033,True,d1_trend_state
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f028,5,0.0011408103109022,,,0,0,,,-0.1615200875385349,288,0.0027826086956521,True,dist_prev_sess_high_atr
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f030,5,0.0011736857643374,,,0,0,,,-0.391199701626434,289,0.0027922705314009,True,rloc_96
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f017,24,0.001177280332719,14.0,0.0388146569341106,684,675,0.2086476462039329,4.060092174490288,-0.1572910268826625,290,0.0028019323671497,True,hour_utc
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f007,5,0.0012039828114596,,,0,0,,,-0.1954025256313247,291,0.0028115942028985,True,ret_96_atr
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f007,5,0.001216521557481,,,0,0,,,-0.3652404446864761,292,0.0028212560386473,True,ret_96_atr
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f021,2,0.0012246114677854,,,0,0,,,-0.1485080670797977,293,0.0028309178743961,True,fvg_present
