setup_id,feature,std_win_loss_diff,corr_R,abseff
BASE_SETUP_08,g035,0.0486,0.0042,0.04860832149413689
BASE_SETUP_08,g044,0.0711,0.0175,0.07110107740772915
BASE_SETUP_08,g033,-0.1246,-0.0331,0.12464276422770339
BASE_SETUP_08,g016,-0.2087,-0.0292,0.20870131693975166
BASE_SETUP_08,g045,0.1687,0.037,0.16873309323931152
BASE_SETUP_08,g024,-0.1348,-0.0077,0.13482721355647354
BASE_SETUP_08,g038,0.0384,0.0116,0.03837767616226351
BASE_SETUP_08,g007,-0.0469,-0.0041,0.04693722602201793
BASE_SETUP_08,g021,0.1606,0.0578,0.16059512531470152
BASE_SETUP_08,g043,-0.2722,-0.0439,0.2721913799446396
BASE_SETUP_08,g055,-0.1679,-0.032,0.16785161632385046
BASE_SETUP_08,g031,0.03,0.0238,0.030033876151849853
BASE_SETUP_08,g051,0.0482,0.0261,0.048165041388733905
BASE_SETUP_08,g039,0.0072,0.0015,0.007180750257512872
BASE_SETUP_08,g026,-0.0797,-0.0294,0.07967592788913344
BASE_SETUP_08,g005,-0.0221,-0.0033,0.022137874034364634
BASE_SETUP_08,g036,-0.1984,-0.0263,0.1983966749186878
BASE_SETUP_08,g004,0.0669,0.011,0.06694964425112906
BASE_SETUP_08,g048,-0.0439,-0.0124,0.04393577460806534
BASE_SETUP_08,g019,-0.0242,-0.001,0.02416768004313421
BASE_SETUP_08,g001,0.1691,0.0257,0.16914993841354284
BASE_SETUP_08,g015,-0.2151,-0.0127,0.2150744937194037
BASE_SETUP_08,g017,-0.0556,-0.0233,0.05555539958857846
BASE_SETUP_08,g023,0.0618,0.0277,0.06179942100429056
BASE_SETUP_08,g022,0.0111,0.0031,0.011125909640672975
BASE_SETUP_08,g029,0.0181,0.0123,0.018071119023533484
BASE_SETUP_08,g037,0.061,0.0274,0.06100766261098952
BASE_SETUP_09,g009,-0.0488,-0.0169,0.048776480585309624
BASE_SETUP_09,g034,-0.0328,-0.0157,0.03280232362560838
BASE_SETUP_09,g041,0.0076,0.0033,0.007646488333407508
BASE_SETUP_09,g054,0.016,0.0079,0.0160246194908188
BASE_SETUP_09,g020,-0.0302,-0.0057,0.03023736117691223
BASE_SETUP_09,g030,-0.0164,-0.0074,0.016374554692128694
BASE_SETUP_09,g002,-0.0203,-0.0111,0.0202796854082897
BASE_SETUP_09,g003,-0.0022,-0.0011,0.0022039516037853256
BASE_SETUP_09,g050,0.0031,0.0013,0.0030910011094893034
BASE_SETUP_09,g027,0.0197,0.0096,0.01974533158268836
BASE_SETUP_09,g018,-0.0197,-0.0096,0.01974533158268937
BASE_SETUP_09,g006,0.0196,0.0124,0.019638749049882158
BASE_SETUP_09,g040,-0.0196,-0.0124,0.019638749049882158
BASE_SETUP_09,g010,-0.0096,-0.0045,0.009564183569676525
BASE_SETUP_09,g008,-0.0197,-0.0096,0.01974533158268937
BASE_SETUP_09,g052,-0.0196,-0.0124,0.019638749049882158
BASE_SETUP_09,g028,0.0142,0.0099,0.014155794499091722
BASE_SETUP_09,g032,-0.046,-0.0146,0.045985230237452046
BASE_SETUP_09,g042,0.0723,0.0291,0.07228134816668852
BASE_SETUP_09,g013,0.0195,0.0046,0.019512430365557346
BASE_SETUP_09,g046,-0.014,-0.0069,0.014048845784440043
BASE_SETUP_09,g047,-0.0129,-0.0033,0.012932971204605815
BASE_SETUP_09,g011,-0.0009,-0.0021,0.0009402922083837273
BASE_SETUP_09,g014,0.0502,0.0191,0.05017483676988666
BASE_SETUP_09,g025,-0.0027,0.001,0.0026884566195750585
BASE_SETUP_09,g012,0.0302,0.0119,0.030189390657480164
BASE_SETUP_09,g053,0.0682,0.0247,0.06819218351266303
BASE_SETUP_09,g049,0.0212,0.0115,0.02118222136821336
BASE_SETUP_09,g035,-0.0628,-0.0236,0.06280487617609905
BASE_SETUP_09,g044,0.0083,0.0073,0.008297316514832821
BASE_SETUP_09,g033,-0.0336,-0.0113,0.033646127217556894
BASE_SETUP_09,g016,-0.0166,-0.0114,0.01658123277265804
BASE_SETUP_09,g045,0.0022,-0.0,0.0021772578865466748
BASE_SETUP_09,g024,-0.035,-0.0186,0.035005942790929064
BASE_SETUP_09,g038,-0.0009,-0.0004,0.0009109108610166536
BASE_SETUP_09,g007,-0.048,-0.0154,0.048005407948857215
BASE_SETUP_09,g021,0.0284,0.0114,0.028433480933922374
BASE_SETUP_09,g043,-0.0297,-0.0147,0.029677227869279805
BASE_SETUP_09,g055,-0.0129,-0.0079,0.012883105093975052
BASE_SETUP_09,g031,-0.0564,-0.0282,0.05639574014980728
BASE_SETUP_09,g051,-0.0153,-0.0019,0.01533540922764486
BASE_SETUP_09,g039,-0.0935,-0.0363,0.09346811659041508
BASE_SETUP_09,g026,-0.0141,-0.007,0.014097938204422948
BASE_SETUP_09,g005,-0.015,-0.0066,0.015042452278155285
BASE_SETUP_09,g036,-0.0173,-0.0109,0.017283896457329088
BASE_SETUP_09,g004,0.0658,0.0362,0.06579041927462645
BASE_SETUP_09,g048,0.0108,0.0019,0.010781743923616237
BASE_SETUP_09,g019,-0.0514,-0.0355,0.05136599752154551
BASE_SETUP_09,g001,-0.0257,-0.0078,0.025734086778282098
BASE_SETUP_09,g015,-0.0412,-0.0328,0.04115313132619151
BASE_SETUP_09,g017,-0.0583,-0.0117,0.05833662884936614
BASE_SETUP_09,g023,0.0704,0.0266,0.0703958910448581
BASE_SETUP_09,g022,-0.0058,0.0007,0.005797297776666387
BASE_SETUP_09,g029,-0.0165,-0.0134,0.01650474964784523
BASE_SETUP_09,g037,0.0715,0.0271,0.07145069674916939
BASE_SETUP_10,g009,0.1967,0.0358,0.19671185010516276
BASE_SETUP_10,g034,0.1512,0.0257,0.1511888250457187
BASE_SETUP_10,g041,0.0796,0.0008,0.07961575135564358
BASE_SETUP_10,g054,0.0278,0.0116,0.027822569811221512
BASE_SETUP_10,g020,0.1212,0.0236,0.1211770003768152
BASE_SETUP_10,g030,0.1205,0.0309,0.12054406549490045
BASE_SETUP_10,g002,-0.0644,-0.0181,0.06443694119806692
BASE_SETUP_10,g003,-0.0406,-0.0042,0.04059786342139539
BASE_SETUP_10,g050,0.0001,0.0113,8.334311401538523e-05
BASE_SETUP_10,g027,-0.2491,-0.0508,0.24911679223093747
BASE_SETUP_10,g018,0.2491,0.0508,0.24911679223093722
BASE_SETUP_10,g006,-0.2361,-0.0383,0.2360646548818332
BASE_SETUP_10,g040,0.2361,0.0383,0.23606465488183273
BASE_SETUP_10,g010,0.2178,0.0471,0.21784605676091454
BASE_SETUP_10,g008,0.2491,0.0508,0.24911679223093722
BASE_SETUP_10,g052,0.2361,0.0383,0.23606465488183273
BASE_SETUP_10,g028,0.0106,0.0145,0.010648897192257816
BASE_SETUP_10,g032,-0.1789,-0.0149,0.17892080393489024
BASE_SETUP_10,g042,0.1345,0.0697,0.13449812391422764
BASE_SETUP_10,g013,0.0616,0.0112,0.061604199736814295
BASE_SETUP_10,g046,0.0146,0.0034,0.014610837279856551
BASE_SETUP_10,g047,-0.073,-0.0081,0.07300458437265187
BASE_SETUP_10,g011,0.0503,0.0067,0.05026724911981117
BASE_SETUP_10,g014,0.1001,0.0552,0.10010864052595035
BASE_SETUP_10,g025,0.0625,0.0474,0.062452495361341474
BASE_SETUP_10,g012,0.1113,0.0605,0.11134636850347503
BASE_SETUP_10,g053,0.1395,0.0648,0.13951057792902805
BASE_SETUP_10,g049,0.0167,0.0133,0.016701323376243537
BASE_SETUP_10,g035,-0.0887,-0.0098,0.08868115614100056
BASE_SETUP_10,g044,-0.0439,-0.0281,0.04391699914325883
BASE_SETUP_10,g033,-0.0373,-0.0183,0.0372877393117901
BASE_SETUP_10,g016,0.3717,0.077,0.37168851654759344
BASE_SETUP_10,g045,-0.184,-0.0412,0.18403384151726981
BASE_SETUP_10,g024,0.1136,0.0059,0.1136440914652787
BASE_SETUP_10,g038,-0.0822,-0.0487,0.08219280265346689
BASE_SETUP_10,g007,0.0201,0.0157,0.020073378018958428
BASE_SETUP_10,g021,0.0332,0.0132,0.0331793604585067
BASE_SETUP_10,g043,0.1828,0.0301,0.1828127894052428
BASE_SETUP_10,g055,0.1094,0.0179,0.10939755363294078
BASE_SETUP_10,g031,0.0475,0.023,0.047451706821438205
BASE_SETUP_10,g051,0.065,0.0388,0.06497042492079402
BASE_SETUP_10,g039,0.0308,0.0195,0.03082809795765376
BASE_SETUP_10,g026,0.0053,-0.0007,0.0052524938204953605
BASE_SETUP_10,g005,0.0549,0.0251,0.05491449243111008
BASE_SETUP_10,g036,0.1407,0.0177,0.14068913503867134
BASE_SETUP_10,g004,0.1339,0.0737,0.1339449404522513
BASE_SETUP_10,g048,0.0008,-0.0029,0.0007576983073672893
BASE_SETUP_10,g019,-0.1323,-0.0649,0.13231531967928747
BASE_SETUP_10,g001,-0.2418,-0.0257,0.24182812707749587
BASE_SETUP_10,g015,0.2512,0.054,0.2511546466576825
BASE_SETUP_10,g017,0.0344,0.0169,0.03443928787814226
BASE_SETUP_10,g023,0.0641,0.0171,0.06405909321225874
BASE_SETUP_10,g022,-0.0397,-0.0064,0.03967384688496472
BASE_SETUP_10,g029,-0.1574,-0.0424,0.15741850483962175
BASE_SETUP_10,g037,0.0637,0.0173,0.0637228452048719
