hid,family,N,tpy,WR,BASE,STRESS,PF,maxDD,e1,e2,e3,worst,db5,n1,n2,n3,GATE
S17::level=pw_low/mode=breakout/stop=level/exit=rr2/id=24a7bed581c8,S17,1506,100.0,0.293,-0.2696,-0.5569,0.648,412.7,-0.2184,-0.2399,-0.3552,-0.3552,-0.3882,571,440,495,False
S17::level=pw_low/mode=breakout/stop=level/exit=rr3/id=e8a7b6a062cc,S17,1506,100.0,0.248,-0.2185,-0.5051,0.732,335.6,-0.1741,-0.163,-0.3189,-0.3189,-0.3863,571,440,495,False
S17::level=pw_low/mode=breakout/stop=level/exit=time/id=bb2c5c9975fa,S17,1506,100.0,0.173,-0.1187,-0.4156,0.867,281.7,-0.218,-0.1294,0.0055,-0.218,-0.7818,571,440,495,False
S17::level=pw_low/mode=reject/stop=atr/exit=rr2/id=7e021251f9b2,S17,1152,77.0,0.365,0.0076,-0.059,1.012,50.6,0.0554,0.0002,-0.0464,-0.0464,-0.0959,452,346,354,False
S17::level=pw_low/mode=reject/stop=atr/exit=rr3/id=db1861ef8c0e,S17,1107,74.0,0.306,-0.0046,-0.0713,0.993,50.1,-0.0037,0.0148,-0.0249,-0.0249,-0.1614,430,337,340,False
S17::level=pw_low/mode=reject/stop=atr/exit=time/id=4d4fb7453d08,S17,1182,79.0,0.321,0.0367,-0.0324,1.057,39.6,0.0763,0.02,0.0024,0.0024,-0.2607,465,357,360,False
S17::level=pw_low/mode=reject/stop=level/exit=rr2/id=cc2b76158c0a,S17,2080,139.0,0.294,-0.2482,-0.5485,0.688,520.0,-0.2706,-0.2704,-0.2011,-0.2706,-0.3661,811,602,667,False
S17::level=pw_low/mode=reject/stop=level/exit=rr3/id=89fd2d4a395f,S17,2075,138.0,0.244,-0.1728,-0.4679,0.796,378.0,-0.1881,-0.2063,-0.1241,-0.2063,-0.3379,809,601,665,False
S17::level=pw_low/mode=reject/stop=level/exit=time/id=375320ab4166,S17,2066,138.0,0.127,0.0831,-0.239,1.085,172.3,0.0325,0.2858,-0.0387,-0.0387,-0.8561,805,599,662,False
S18::hour=0/side=up/stop=atr/exit=rr2/id=18995ee3f508,S18,3868,258.0,0.344,-0.0075,-0.1227,0.989,190.8,0.0036,-0.0777,0.0562,-0.0777,-0.1127,1400,1290,1178,False
S18::hour=0/side=up/stop=atr/exit=time/id=2f80a0854e1a,S18,3868,258.0,0.302,0.067,-0.0482,1.095,106.8,0.0789,0.0016,0.1246,0.0016,-0.2511,1400,1290,1178,False
S18::hour=0/side=down/stop=atr/exit=rr2/id=3933c532ec9c,S18,3868,258.0,0.328,-0.0584,-0.1737,0.915,253.9,-0.0694,-0.0195,-0.0879,-0.0879,-0.1661,1400,1290,1178,False
S18::hour=0/side=down/stop=atr/exit=time/id=7519e0304882,S18,3868,258.0,0.275,-0.08,-0.1952,0.89,367.0,-0.1,-0.0222,-0.1193,-0.1193,-0.3884,1400,1290,1178,False
S18::hour=7/side=up/stop=atr/exit=rr2/id=84fa79d34cbd,S18,3871,258.0,0.331,-0.0366,-0.1348,0.947,271.8,-0.1499,0.0377,0.0171,-0.1499,-0.143,1403,1290,1178,False
S18::hour=7/side=up/stop=atr/exit=time/id=5d69bddda6bf,S18,3871,258.0,0.244,-0.0179,-0.1161,0.977,246.7,-0.1302,0.1116,-0.0258,-0.1302,-0.3852,1403,1290,1178,False
S18::hour=7/side=down/stop=atr/exit=rr2/id=6e8f22e464d4,S18,3871,258.0,0.353,0.0326,-0.0657,1.049,175.5,0.1958,-0.0656,-0.0545,-0.0656,-0.0703,1403,1290,1178,False
S18::hour=7/side=down/stop=atr/exit=time/id=4c33c3529833,S18,3871,258.0,0.255,0.0826,-0.0157,1.109,153.0,0.2576,0.0357,-0.0745,-0.0745,-0.322,1403,1290,1178,False
S18::hour=8/side=up/stop=atr/exit=rr2/id=0505bddd45bd,S18,3870,258.0,0.337,-0.0165,-0.0986,0.976,198.5,-0.1371,0.0778,0.0239,-0.1371,-0.122,1402,1290,1178,False
S18::hour=8/side=up/stop=atr/exit=time/id=a8dce8a9e2df,S18,3870,258.0,0.252,-0.0112,-0.0934,0.985,208.9,-0.133,0.0834,0.03,-0.133,-0.3641,1402,1290,1178,False
S18::hour=8/side=down/stop=atr/exit=rr2/id=6d6e01cf7df5,S18,3870,258.0,0.351,0.0287,-0.0535,1.043,144.6,0.1449,-0.0555,-0.0175,-0.0555,-0.0745,1402,1290,1178,False
S18::hour=8/side=down/stop=atr/exit=time/id=72b732ae40c1,S18,3870,258.0,0.26,0.0767,-0.0054,1.103,114.8,0.2403,0.003,-0.0373,-0.0373,-0.3233,1402,1290,1178,False
S18::hour=13/side=up/stop=atr/exit=rr2/id=b3972cc4fc60,S18,3871,258.0,0.331,-0.0669,-0.1316,0.901,266.3,-0.1399,-0.0105,-0.0418,-0.1399,-0.1751,1403,1290,1178,False
S18::hour=13/side=up/stop=atr/exit=time/id=4b207f8a28f8,S18,3871,258.0,0.278,-0.0091,-0.0738,0.987,229.4,-0.1441,0.0806,0.0534,-0.1441,-0.3406,1403,1290,1178,False
S18::hour=13/side=down/stop=atr/exit=rr2/id=ba3e8d0cdb51,S18,3871,258.0,0.357,0.0232,-0.0415,1.036,119.8,0.0841,-0.0374,0.017,-0.0374,-0.0804,1403,1290,1178,False
S18::hour=13/side=down/stop=atr/exit=time/id=ce76669a3b2a,S18,3870,258.0,0.301,0.0461,-0.0186,1.067,132.3,0.092,-0.0481,0.0946,-0.0481,-0.2827,1402,1290,1178,False
S18::hour=14/side=up/stop=atr/exit=rr2/id=5c2df100922a,S18,3870,258.0,0.378,-0.0061,-0.0581,0.99,82.1,-0.0225,0.013,-0.0073,-0.0225,-0.1112,1402,1290,1178,False
S18::hour=14/side=up/stop=atr/exit=time/id=73f518c1f181,S18,3870,258.0,0.38,0.0317,-0.0203,1.055,71.8,-0.0231,0.0732,0.0515,-0.0231,-0.2206,1402,1290,1178,False
S18::hour=14/side=down/stop=atr/exit=rr2/id=f1704085cbda,S18,3870,258.0,0.388,0.0324,-0.0196,1.055,41.3,0.0681,-0.0131,0.0398,-0.0131,-0.0709,1402,1290,1178,False
S18::hour=14/side=down/stop=atr/exit=time/id=42345e7a0115,S18,3870,258.0,0.387,0.0338,-0.0182,1.06,78.0,0.0806,-0.0474,0.067,-0.0474,-0.202,1402,1290,1178,False
S18::hour=20/side=up/stop=atr/exit=rr2/id=00d840de0b48,S18,3754,250.0,0.363,0.0146,-0.0669,1.023,159.6,-0.0418,-0.0366,0.1383,-0.0418,-0.0896,1363,1252,1139,False
S18::hour=20/side=up/stop=atr/exit=time/id=2341cf9911de,S18,3754,250.0,0.381,0.0715,-0.01,1.121,86.7,0.0166,0.0149,0.1995,0.0149,-0.1833,1363,1252,1139,False
S18::hour=20/side=down/stop=atr/exit=rr2/id=cb138a3ebeb7,S18,3754,250.0,0.304,-0.1585,-0.2401,0.773,606.9,-0.1414,-0.1565,-0.1813,-0.1813,-0.2716,1363,1252,1139,False
S18::hour=20/side=down/stop=atr/exit=time/id=576878020bea,S18,3754,250.0,0.311,-0.2005,-0.282,0.693,794.0,-0.2066,-0.159,-0.2388,-0.2388,-0.4195,1363,1252,1139,False
S20::ctx=h4up/trig=sweep/lb=20/stop=atr/exit=rr2/id=3a706309724e,S20,5422,361.0,0.355,-0.0066,-0.0863,0.99,127.4,-0.022,-0.0199,0.0208,-0.022,-0.1119,1693,1874,1855,False
S20::ctx=h4up/trig=sweep/lb=20/stop=atr/exit=rr3/id=2e3173e82bb9,S20,5195,346.0,0.299,0.0063,-0.0732,1.009,151.2,-0.037,-0.0038,0.0561,-0.037,-0.1504,1625,1796,1774,False
S20::ctx=h4up/trig=sweep/lb=20/stop=struct/exit=rr2/id=e0fbd9b72762,S20,7168,478.0,0.339,-0.0569,-0.2564,0.918,449.9,-0.0265,-0.0577,-0.0831,-0.0831,-0.1645,2194,2505,2469,False
S20::ctx=h4up/trig=sweep/lb=20/stop=struct/exit=rr3/id=aeba12c174db,S20,7006,467.0,0.273,-0.0249,-0.2282,0.967,248.9,-0.0034,-0.0188,-0.0501,-0.0501,-0.1833,2152,2438,2416,False
S20::ctx=h4up/trig=sweep/lb=50/stop=atr/exit=rr2/id=6544e1055802,S20,2846,190.0,0.365,-0.0017,-0.0723,0.997,78.8,-0.0419,-0.0097,0.0461,-0.0419,-0.1065,911,1000,935,False
S20::ctx=h4up/trig=sweep/lb=50/stop=atr/exit=rr3/id=2035a47f10f7,S20,2814,188.0,0.313,-0.0006,-0.0713,0.999,109.4,-0.0624,-0.0043,0.064,-0.0624,-0.1573,904,989,921,False
S20::ctx=h4up/trig=sweep/lb=50/stop=struct/exit=rr2/id=9817380f7313,S20,3557,237.0,0.345,-0.0411,-0.2136,0.94,162.6,-0.0211,-0.0367,-0.0652,-0.0652,-0.1476,1134,1253,1170,False
S20::ctx=h4up/trig=sweep/lb=50/stop=struct/exit=rr3/id=e52173c0e7d7,S20,3556,237.0,0.281,-0.023,-0.1962,0.969,117.8,-0.0153,-0.0478,-0.0038,-0.0478,-0.1807,1133,1253,1170,False
S20::ctx=h4up/trig=breakout/lb=20/stop=atr/exit=rr2/id=46535c69df4e,S20,4988,332.0,0.353,0.0042,-0.0752,1.006,151.2,-0.0322,-0.0241,0.0637,-0.0322,-0.1004,1448,1802,1738,False
S20::ctx=h4up/trig=breakout/lb=20/stop=atr/exit=rr3/id=d56463b3c20a,S20,4392,293.0,0.295,0.0436,-0.0366,1.062,84.5,0.001,0.0072,0.1187,0.001,-0.1112,1299,1584,1509,False
S20::ctx=h4up/trig=breakout/lb=20/stop=struct/exit=rr2/id=e38573221e35,S20,2981,199.0,0.449,0.0511,0.0225,1.117,39.0,-0.0054,0.0273,0.1248,-0.0054,-0.0514,889,1066,1026,False
S20::ctx=h4up/trig=breakout/lb=20/stop=struct/exit=rr3/id=620b1397f746,S20,2826,188.0,0.433,0.0729,0.0436,1.16,31.3,0.0278,0.0389,0.148,0.0278,-0.0805,841,1019,966,False
S20::ctx=h4up/trig=breakout/lb=50/stop=atr/exit=rr2/id=318a7fa2d6ad,S20,3407,227.0,0.364,0.0298,-0.0414,1.047,63.2,0.0003,0.0055,0.0781,0.0003,-0.0734,958,1243,1206,False
S20::ctx=h4up/trig=breakout/lb=50/stop=atr/exit=rr3/id=601e20753a4a,S20,3002,200.0,0.309,0.0681,-0.0039,1.098,67.5,0.0698,-0.0081,0.1469,-0.0081,-0.0859,853,1101,1048,False
S20::ctx=h4up/trig=breakout/lb=50/stop=struct/exit=rr2/id=2d575a7b2184,S20,2087,139.0,0.473,0.0678,0.0439,1.173,24.0,0.0192,0.052,0.1248,0.0192,-0.0334,608,752,727,False
S20::ctx=h4up/trig=breakout/lb=50/stop=struct/exit=rr3/id=0d1fa905aa13,S20,1998,133.0,0.459,0.0894,0.0651,1.219,21.4,0.0488,0.0747,0.1392,0.0488,-0.062,585,723,690,False
S20::ctx=h4down/trig=sweep/lb=20/stop=atr/exit=rr2/id=032b33d8c24e,S20,4875,325.0,0.347,-0.0304,-0.1153,0.954,175.8,-0.0185,-0.0464,-0.0288,-0.0464,-0.1366,1908,1557,1410,False
S20::ctx=h4down/trig=sweep/lb=20/stop=atr/exit=rr3/id=87f40d60aeee,S20,4653,310.0,0.289,-0.0226,-0.1069,0.968,167.9,-0.0,-0.0689,-0.0026,-0.0689,-0.1808,1820,1476,1357,False
S20::ctx=h4down/trig=sweep/lb=20/stop=struct/exit=rr2/id=747b051a2364,S20,6745,450.0,0.336,-0.0704,-0.2902,0.9,547.9,-0.0066,-0.1137,-0.1041,-0.1137,-0.1787,2546,2163,2036,False
S20::ctx=h4down/trig=sweep/lb=20/stop=struct/exit=rr3/id=f93fb926d53f,S20,6592,439.0,0.268,-0.0363,-0.2579,0.953,325.7,0.0207,-0.0502,-0.093,-0.093,-0.195,2490,2119,1983,False
S20::ctx=h4down/trig=sweep/lb=50/stop=atr/exit=rr2/id=cf9a652bfc5c,S20,2713,181.0,0.363,0.0024,-0.0751,1.004,61.2,0.0301,-0.0167,-0.0144,-0.0167,-0.1022,1065,862,786,False
S20::ctx=h4down/trig=sweep/lb=50/stop=atr/exit=rr3/id=fccfa9236270,S20,2666,178.0,0.306,0.0017,-0.0759,1.002,77.7,0.0373,-0.0354,-0.006,-0.0354,-0.1554,1049,846,771,False
S20::ctx=h4down/trig=sweep/lb=50/stop=struct/exit=rr2/id=f277ddab6ba1,S20,3522,235.0,0.348,-0.03,-0.2242,0.956,190.9,0.0591,-0.0899,-0.0755,-0.0899,-0.1362,1314,1138,1070,False
S20::ctx=h4down/trig=sweep/lb=50/stop=struct/exit=rr3/id=059ed4619cbd,S20,3518,234.0,0.275,-0.0225,-0.2186,0.97,177.6,0.0679,-0.0743,-0.0783,-0.0783,-0.18,1311,1138,1069,False
S20::ctx=h4down/trig=breakout/lb=20/stop=atr/exit=rr2/id=23636e441696,S20,4188,279.0,0.343,-0.0215,-0.1046,0.967,204.8,-0.0027,-0.025,-0.0469,-0.0469,-0.1276,1787,1255,1146,False
S20::ctx=h4down/trig=breakout/lb=20/stop=atr/exit=rr3/id=36d92be97715,S20,3757,250.0,0.279,-0.0111,-0.0943,0.985,170.3,0.0164,-0.0259,-0.0376,-0.0376,-0.1684,1605,1117,1035,False
S20::ctx=h4down/trig=breakout/lb=20/stop=struct/exit=rr2/id=89856b8593ec,S20,2571,171.0,0.415,0.0163,-0.0147,1.035,64.0,0.0618,-0.0368,0.0058,-0.0368,-0.0879,1076,779,716,False
S20::ctx=h4down/trig=breakout/lb=20/stop=struct/exit=rr3/id=639d93ff9b03,S20,2451,163.0,0.389,0.0031,-0.0285,1.006,76.0,0.0427,-0.04,-0.0098,-0.04,-0.1535,1026,739,686,False
S20::ctx=h4down/trig=breakout/lb=50/stop=atr/exit=rr2/id=41e042348a82,S20,2759,184.0,0.346,-0.0157,-0.0888,0.976,122.7,0.0272,-0.0858,-0.0031,-0.0858,-0.1208,1152,843,764,False
S20::ctx=h4down/trig=breakout/lb=50/stop=atr/exit=rr3/id=0285c46a5fcc,S20,2492,166.0,0.286,-0.0064,-0.08,0.991,125.0,0.0453,-0.085,0.0022,-0.085,-0.1635,1043,762,687,False
S20::ctx=h4down/trig=breakout/lb=50/stop=struct/exit=rr2/id=5cf327ba4bc8,S20,1762,117.0,0.422,-0.003,-0.0283,0.993,70.3,0.0379,-0.0508,-0.0101,-0.0508,-0.108,729,552,481,False
S20::ctx=h4down/trig=breakout/lb=50/stop=struct/exit=rr3/id=155a0dde5ae1,S20,1690,113.0,0.405,-0.0033,-0.0291,0.993,69.6,0.0404,-0.0596,-0.0047,-0.0596,-0.1608,696,529,465,False
S21::side=high/lb=20/min_touches=2/stop=beyond_raid/exit=rr2/id=6ddb75c3f9b1,S21,15140,1009.0,0.332,-0.0743,-0.2821,0.895,1306.0,0.0069,-0.0996,-0.1146,-0.1146,-0.183,4371,5261,5508,False
S21::side=high/lb=20/min_touches=2/stop=beyond_raid/exit=rr3/id=9bd19b58b59f,S21,14908,994.0,0.262,-0.0527,-0.2615,0.932,1037.6,0.031,-0.0716,-0.1013,-0.1013,-0.2126,4311,5184,5413,False
S21::side=high/lb=20/min_touches=2/stop=beyond_raid/exit=time/id=83afeeb7c0cd,S21,15221,1015.0,0.175,-0.0113,-0.2252,0.987,1024.8,0.1324,-0.0102,-0.1263,-0.1263,-0.6266,4400,5277,5544,False
S21::side=high/lb=20/min_touches=2/stop=structural/exit=rr2/id=419b6f2b9820,S21,15140,1009.0,0.332,-0.0743,-0.2821,0.895,1306.0,0.0069,-0.0996,-0.1146,-0.1146,-0.183,4371,5261,5508,False
S21::side=high/lb=20/min_touches=2/stop=structural/exit=rr3/id=92c2f52d807e,S21,14908,994.0,0.262,-0.0527,-0.2615,0.932,1037.6,0.031,-0.0716,-0.1013,-0.1013,-0.2126,4311,5184,5413,False
S21::side=high/lb=20/min_touches=2/stop=structural/exit=time/id=438297af3fe1,S21,15221,1015.0,0.175,-0.0113,-0.2252,0.987,1024.8,0.1324,-0.0102,-0.1263,-0.1263,-0.6266,4400,5277,5544,False
S21::side=high/lb=20/min_touches=3/stop=beyond_raid/exit=rr2/id=118e534bfbc5,S21,13165,877.0,0.333,-0.0724,-0.2784,0.897,1098.3,-0.0072,-0.0905,-0.1038,-0.1038,-0.1809,3650,4580,4935,False
S21::side=high/lb=20/min_touches=3/stop=beyond_raid/exit=rr3/id=1d2c77411d2b,S21,13026,868.0,0.261,-0.0547,-0.2616,0.93,877.2,0.0077,-0.0663,-0.0902,-0.0902,-0.2147,3622,4528,4876,False
S21::side=high/lb=20/min_touches=3/stop=beyond_raid/exit=time/id=5248a7e09333,S21,13200,880.0,0.173,-0.0335,-0.2442,0.962,848.8,0.0238,0.0152,-0.1208,-0.1208,-0.6376,3657,4585,4958,False
S21::side=high/lb=20/min_touches=3/stop=structural/exit=rr2/id=70f3e2286bff,S21,13165,877.0,0.333,-0.0724,-0.2784,0.897,1098.3,-0.0072,-0.0905,-0.1038,-0.1038,-0.1809,3650,4580,4935,False
S21::side=high/lb=20/min_touches=3/stop=structural/exit=rr3/id=154fcbe42db3,S21,13026,868.0,0.261,-0.0547,-0.2616,0.93,877.2,0.0077,-0.0663,-0.0902,-0.0902,-0.2147,3622,4528,4876,False
S21::side=high/lb=20/min_touches=3/stop=structural/exit=time/id=e54a14fcf54d,S21,13200,880.0,0.173,-0.0335,-0.2442,0.962,848.8,0.0238,0.0152,-0.1208,-0.1208,-0.6376,3657,4585,4958,False
S21::side=high/lb=50/min_touches=2/stop=beyond_raid/exit=rr2/id=5e21555a93c6,S21,9056,604.0,0.329,-0.0806,-0.2694,0.886,829.7,-0.0039,-0.0768,-0.1394,-0.1394,-0.1894,2441,3226,3389,False
S21::side=high/lb=50/min_touches=2/stop=beyond_raid/exit=rr3/id=9cb1406f0b2b,S21,9040,603.0,0.257,-0.0798,-0.2694,0.898,849.2,-0.0082,-0.0864,-0.1251,-0.1251,-0.2412,2436,3218,3386,False
S21::side=high/lb=50/min_touches=2/stop=beyond_raid/exit=time/id=7673eebe0149,S21,9008,600.0,0.181,-0.0394,-0.2292,0.954,709.6,0.0386,0.0217,-0.1533,-0.1533,-0.6213,2421,3209,3378,False
S21::side=high/lb=50/min_touches=2/stop=structural/exit=rr2/id=8ae37b21dd9a,S21,9056,604.0,0.329,-0.0806,-0.2694,0.886,829.7,-0.0039,-0.0768,-0.1394,-0.1394,-0.1894,2441,3226,3389,False
S21::side=high/lb=50/min_touches=2/stop=structural/exit=rr3/id=4333b55f6e96,S21,9040,603.0,0.257,-0.0798,-0.2694,0.898,849.2,-0.0082,-0.0864,-0.1251,-0.1251,-0.2412,2436,3218,3386,False
S21::side=high/lb=50/min_touches=2/stop=structural/exit=time/id=09cb83b59711,S21,9008,600.0,0.181,-0.0394,-0.2292,0.954,709.6,0.0386,0.0217,-0.1533,-0.1533,-0.6213,2421,3209,3378,False
S21::side=high/lb=50/min_touches=3/stop=beyond_raid/exit=rr2/id=cb04cf58e874,S21,7777,518.0,0.328,-0.0823,-0.2701,0.883,716.2,-0.0074,-0.0772,-0.1376,-0.1376,-0.1911,2007,2794,2976,False
S21::side=high/lb=50/min_touches=3/stop=beyond_raid/exit=rr3/id=b5b264337f6c,S21,7763,517.0,0.255,-0.0808,-0.2688,0.897,718.2,-0.0152,-0.0773,-0.1282,-0.1282,-0.2422,2003,2787,2973,False
S21::side=high/lb=50/min_touches=3/stop=beyond_raid/exit=time/id=118ac6fa9ab6,S21,7738,516.0,0.179,-0.0438,-0.2317,0.949,640.5,0.0177,0.0371,-0.1611,-0.1611,-0.6221,1992,2781,2965,False
S21::side=high/lb=50/min_touches=3/stop=structural/exit=rr2/id=39cb3f818d83,S21,7777,518.0,0.328,-0.0823,-0.2701,0.883,716.2,-0.0074,-0.0772,-0.1376,-0.1376,-0.1911,2007,2794,2976,False
S21::side=high/lb=50/min_touches=3/stop=structural/exit=rr3/id=3dd5162d12f3,S21,7763,517.0,0.255,-0.0808,-0.2688,0.897,718.2,-0.0152,-0.0773,-0.1282,-0.1282,-0.2422,2003,2787,2973,False
S21::side=high/lb=50/min_touches=3/stop=structural/exit=time/id=6f843c376d79,S21,7738,516.0,0.179,-0.0438,-0.2317,0.949,640.5,0.0177,0.0371,-0.1611,-0.1611,-0.6221,1992,2781,2965,False
S21::side=low/lb=20/min_touches=2/stop=beyond_raid/exit=rr2/id=b61f7b31fafc,S21,13119,874.0,0.343,-0.0432,-0.237,0.938,602.6,-0.0313,-0.0334,-0.0643,-0.0643,-0.1501,4473,4187,4459,False
S21::side=low/lb=20/min_touches=2/stop=beyond_raid/exit=rr3/id=b6042a0464b9,S21,12915,861.0,0.274,-0.0163,-0.2102,0.979,323.7,-0.0148,-0.0116,-0.0221,-0.0221,-0.1745,4400,4105,4410,False
S21::side=low/lb=20/min_touches=2/stop=beyond_raid/exit=time/id=3932ff8f6b76,S21,13282,885.0,0.196,0.0793,-0.1223,1.093,466.3,0.0056,0.1315,0.1039,0.0056,-0.5663,4518,4252,4512,False
S21::side=low/lb=20/min_touches=2/stop=structural/exit=rr2/id=830bd5c6cce3,S21,13119,874.0,0.343,-0.0432,-0.237,0.938,602.6,-0.0313,-0.0334,-0.0643,-0.0643,-0.1501,4473,4187,4459,False
S21::side=low/lb=20/min_touches=2/stop=structural/exit=rr3/id=ce79aed0aafc,S21,12915,861.0,0.274,-0.0163,-0.2102,0.979,323.7,-0.0148,-0.0116,-0.0221,-0.0221,-0.1745,4400,4105,4410,False
S21::side=low/lb=20/min_touches=2/stop=structural/exit=time/id=c046a503fcdb,S21,13282,885.0,0.196,0.0793,-0.1223,1.093,466.3,0.0056,0.1315,0.1039,0.0056,-0.5663,4518,4252,4512,False
S21::side=low/lb=20/min_touches=3/stop=beyond_raid/exit=rr2/id=8b780a1416b6,S21,11176,745.0,0.344,-0.0383,-0.2315,0.944,510.9,-0.0277,-0.0256,-0.0602,-0.0602,-0.145,3738,3547,3891,False
S21::side=low/lb=20/min_touches=3/stop=beyond_raid/exit=rr3/id=cb1ecefe4497,S21,11052,737.0,0.274,-0.0162,-0.2098,0.979,322.3,-0.0171,-0.0131,-0.0182,-0.0182,-0.1745,3691,3499,3862,False
S21::side=low/lb=20/min_touches=3/stop=beyond_raid/exit=time/id=648784953d37,S21,11232,749.0,0.196,0.098,-0.1047,1.115,330.9,0.0302,0.1421,0.1228,0.0302,-0.5638,3747,3572,3913,False
S21::side=low/lb=20/min_touches=3/stop=structural/exit=rr2/id=3b098ef3e526,S21,11176,745.0,0.344,-0.0383,-0.2315,0.944,510.9,-0.0277,-0.0256,-0.0602,-0.0602,-0.145,3738,3547,3891,False
S21::side=low/lb=20/min_touches=3/stop=structural/exit=rr3/id=a1769a802095,S21,11052,737.0,0.274,-0.0162,-0.2098,0.979,322.3,-0.0171,-0.0131,-0.0182,-0.0182,-0.1745,3691,3499,3862,False
S21::side=low/lb=20/min_touches=3/stop=structural/exit=time/id=483b9ce16ec1,S21,11232,749.0,0.196,0.098,-0.1047,1.115,330.9,0.0302,0.1421,0.1228,0.0302,-0.5638,3747,3572,3913,False
S21::side=low/lb=50/min_touches=2/stop=beyond_raid/exit=rr2/id=23865b379e52,S21,7139,476.0,0.345,-0.0363,-0.2086,0.947,262.6,-0.0506,0.0188,-0.0733,-0.0733,-0.1427,2443,2267,2429,False
S21::side=low/lb=50/min_touches=2/stop=beyond_raid/exit=rr3/id=d92b41e0a769,S21,7129,475.0,0.277,-0.0137,-0.1855,0.982,151.8,-0.033,0.0004,-0.0074,-0.033,-0.172,2438,2266,2425,False
S21::side=low/lb=50/min_touches=2/stop=beyond_raid/exit=time/id=650b08cdf3cf,S21,7111,474.0,0.212,0.0955,-0.0874,1.116,122.4,-0.0054,0.2302,0.0714,-0.0054,-0.5295,2433,2259,2419,False
S21::side=low/lb=50/min_touches=2/stop=structural/exit=rr2/id=cde94b5dc956,S21,7139,476.0,0.345,-0.0363,-0.2086,0.947,262.6,-0.0506,0.0188,-0.0733,-0.0733,-0.1427,2443,2267,2429,False
S21::side=low/lb=50/min_touches=2/stop=structural/exit=rr3/id=21b9081c0af1,S21,7129,475.0,0.277,-0.0137,-0.1855,0.982,151.8,-0.033,0.0004,-0.0074,-0.033,-0.172,2438,2266,2425,False
S21::side=low/lb=50/min_touches=2/stop=structural/exit=time/id=4d0b1166a82b,S21,7111,474.0,0.212,0.0955,-0.0874,1.116,122.4,-0.0054,0.2302,0.0714,-0.0054,-0.5295,2433,2259,2419,False
S21::side=low/lb=50/min_touches=3/stop=beyond_raid/exit=rr2/id=9a3ab6d89f19,S21,5984,399.0,0.346,-0.0305,-0.2005,0.955,194.1,-0.0451,0.0177,-0.06,-0.06,-0.1369,2015,1886,2083,False
S21::side=low/lb=50/min_touches=3/stop=beyond_raid/exit=rr3/id=fbfa7074bf65,S21,5974,398.0,0.28,-0.003,-0.1732,0.996,130.8,-0.0226,0.0097,0.0044,-0.0226,-0.1608,2010,1885,2079,False
S21::side=low/lb=50/min_touches=3/stop=beyond_raid/exit=time/id=cfb21c3b5c29,S21,5957,397.0,0.214,0.1107,-0.0693,1.134,132.1,0.004,0.2652,0.074,0.004,-0.5182,2005,1879,2073,False
S21::side=low/lb=50/min_touches=3/stop=structural/exit=rr2/id=4eea9383f6f4,S21,5984,399.0,0.346,-0.0305,-0.2005,0.955,194.1,-0.0451,0.0177,-0.06,-0.06,-0.1369,2015,1886,2083,False
S21::side=low/lb=50/min_touches=3/stop=structural/exit=rr3/id=23d4cdc761e2,S21,5974,398.0,0.28,-0.003,-0.1732,0.996,130.8,-0.0226,0.0097,0.0044,-0.0226,-0.1608,2010,1885,2079,False
S21::side=low/lb=50/min_touches=3/stop=structural/exit=time/id=877b2d4cfa87,S21,5957,397.0,0.214,0.1107,-0.0693,1.134,132.1,0.004,0.2652,0.074,0.004,-0.5182,2005,1879,2073,False
S22::step=50/mode=reject/stop=atr/exit=rr2/id=e730d6bce802,S22,4526,302.0,0.355,0.0076,-0.039,1.012,100.8,0.0485,0.0596,-0.0398,-0.0398,-0.0972,1233,1065,2228,False
S22::step=50/mode=reject/stop=atr/exit=rr3/id=72f0c5615e6d,S22,4296,286.0,0.307,0.0314,-0.0159,1.046,92.0,0.0828,0.0543,-0.0091,-0.0091,-0.1246,1185,1029,2082,False
S22::step=50/mode=reject/stop=atr/exit=time/id=699ac4ef58f1,S22,4598,306.0,0.324,0.0654,0.0155,1.1,78.0,0.1033,0.0935,0.0293,0.0293,-0.2614,1261,1132,2205,False
S22::step=50/mode=reject/stop=level/exit=rr2/id=9cb374e338a2,S22,11052,737.0,0.285,-0.2317,-0.4603,0.7,2564.9,-0.2238,-0.2688,-0.2184,-0.2688,-0.3486,2835,2605,5612,False
S22::step=50/mode=reject/stop=level/exit=rr3/id=a7161465cfe4,S22,10892,726.0,0.237,-0.1553,-0.387,0.811,1712.6,-0.1404,-0.2029,-0.1404,-0.2029,-0.3207,2825,2593,5474,False
S22::step=50/mode=reject/stop=level/exit=time/id=e43db5a1aac2,S22,10370,691.0,0.128,0.0573,-0.2185,1.061,293.4,-0.0037,0.0645,0.0875,-0.0037,-0.8098,2778,2579,5013,False
S22::step=50/mode=breakout/stop=atr/exit=rr2/id=dac0e4baa453,S22,3576,238.0,0.379,0.0724,0.0267,1.118,53.3,0.1245,0.1016,0.0319,0.0319,-0.0285,933,835,1808,False
S22::step=50/mode=breakout/stop=atr/exit=rr3/id=bd23f362f7fb,S22,3427,228.0,0.322,0.075,0.0286,1.112,51.3,0.09,0.0725,0.0681,0.0681,-0.0787,912,818,1697,False
