hid,family,N,tpy,WR,BASE,STRESS,PF,maxDD,e1,e2,e3,worst,db5,n1,n2,n3,GATE
S22::step=50/mode=breakout/stop=atr/exit=time/id=65d19faee410,S22,3653,243.0,0.333,0.0731,0.0245,1.113,66.2,0.0889,0.0539,0.0739,0.0539,-0.2457,980,891,1782,False
S22::step=50/mode=breakout/stop=level/exit=rr2/id=cdae9cbd69d4,S22,7588,506.0,0.291,-0.2124,-0.4336,0.722,1622.0,-0.19,-0.2693,-0.1973,-0.2693,-0.3284,1920,1785,3883,False
S22::step=50/mode=breakout/stop=level/exit=rr3/id=5d69783b612e,S22,7522,501.0,0.248,-0.1171,-0.3395,0.855,912.0,-0.0927,-0.1826,-0.0989,-0.1826,-0.2807,1916,1781,3825,False
S22::step=50/mode=breakout/stop=level/exit=time/id=6a96606b51e5,S22,7241,483.0,0.136,0.0857,-0.1867,1.092,285.2,-0.016,0.1045,0.131,-0.016,-0.7809,1909,1781,3551,False
S22::step=100/mode=reject/stop=atr/exit=rr2/id=f9278525d708,S22,2368,158.0,0.359,0.0213,-0.0263,1.034,70.6,0.0573,0.0695,-0.0249,-0.0249,-0.0824,634,607,1127,False
S22::step=100/mode=reject/stop=atr/exit=rr3/id=b63242040700,S22,2288,152.0,0.307,0.0304,-0.0175,1.045,66.9,0.0918,0.044,-0.0123,-0.0123,-0.1253,620,591,1077,False
S22::step=100/mode=reject/stop=atr/exit=time/id=53ed037a1f0a,S22,2498,166.0,0.325,0.0542,0.0042,1.083,58.3,0.0687,0.1177,0.0107,0.0107,-0.2636,657,658,1183,False
S22::step=100/mode=reject/stop=level/exit=rr2/id=7e8973daa201,S22,5653,377.0,0.289,-0.2166,-0.4448,0.717,1235.4,-0.2397,-0.2219,-0.2017,-0.2397,-0.3326,1427,1480,2746,False
S22::step=100/mode=reject/stop=level/exit=rr3/id=d3413da33beb,S22,5613,374.0,0.24,-0.145,-0.3779,0.823,836.1,-0.1655,-0.1627,-0.1246,-0.1655,-0.3097,1423,1476,2714,False
S22::step=100/mode=reject/stop=level/exit=time/id=78ae8b754f1c,S22,5532,369.0,0.134,0.0756,-0.1922,1.081,241.5,-0.0605,0.1467,0.1088,-0.0605,-0.7911,1413,1468,2651,False
S22::step=100/mode=breakout/stop=atr/exit=rr2/id=8825c00d0adf,S22,1892,126.0,0.381,0.0754,0.0292,1.123,29.2,0.1251,0.1514,0.0109,0.0109,-0.0251,483,476,933,False
S22::step=100/mode=breakout/stop=atr/exit=rr3/id=46c7c98c262b,S22,1849,123.0,0.325,0.0876,0.0408,1.132,29.7,0.1133,0.1097,0.0623,0.0623,-0.0651,477,472,900,False
S22::step=100/mode=breakout/stop=atr/exit=time/id=574b74443f72,S22,1969,131.0,0.334,0.0862,0.0378,1.134,34.6,0.1267,0.1398,0.0355,0.0355,-0.231,507,514,948,False
S22::step=100/mode=breakout/stop=level/exit=rr2/id=a2c22955c6f4,S22,3903,260.0,0.298,-0.1908,-0.4107,0.747,754.9,-0.195,-0.2109,-0.1781,-0.2109,-0.3057,974,1004,1925,False
S22::step=100/mode=breakout/stop=level/exit=rr3/id=38d16f597289,S22,3891,259.0,0.253,-0.0989,-0.3226,0.877,428.9,-0.0962,-0.1156,-0.0915,-0.1156,-0.2611,974,1004,1913,False
S22::step=100/mode=breakout/stop=level/exit=time/id=92689a249603,S22,3849,257.0,0.145,0.1137,-0.1447,1.124,148.6,0.0243,0.1441,0.1439,0.0243,-0.7536,974,1004,1871,False
S23::htf=h4/min_sq=3/stop=range_opp/exit=rr2/id=866611e1c7db,S23,7184,479.0,0.34,-0.0326,-0.1277,0.951,340.4,-0.0545,-0.0384,0.0016,-0.0545,-0.1399,2664,2402,2118,False
S23::htf=h4/min_sq=3/stop=range_opp/exit=rr3/id=3cb373083d4b,S23,6598,440.0,0.273,-0.0223,-0.1197,0.97,352.2,-0.0443,-0.0534,0.0406,-0.0534,-0.1815,2444,2211,1943,False
S23::htf=h4/min_sq=3/stop=range_opp/exit=trailing/id=ccee5fc45b0a,S23,11494,766.0,0.306,-0.1542,-0.2448,0.521,1784.9,-0.1562,-0.1639,-0.14,-0.1639,-0.2566,4312,3906,3276,False
S23::htf=h4/min_sq=3/stop=range_opp/exit=time/id=f36f15cc126e,S23,6595,440.0,0.298,-0.016,-0.117,0.977,361.5,-0.0083,-0.0677,0.0343,-0.0677,-0.3412,2463,2225,1907,False
S23::htf=h4/min_sq=3/stop=atr/exit=rr2/id=fca540731ca2,S23,8112,541.0,0.327,-0.0507,-0.16,0.927,571.5,-0.0811,-0.0744,0.016,-0.0811,-0.1581,3006,2759,2347,False
S23::htf=h4/min_sq=3/stop=atr/exit=rr3/id=7db8047ee8ca,S23,7143,476.0,0.257,-0.025,-0.1335,0.967,387.4,-0.0554,-0.0608,0.0554,-0.0608,-0.1837,2655,2411,2077,False
S23::htf=h4/min_sq=3/stop=atr/exit=trailing/id=5f7b61b0d685,S23,11429,762.0,0.308,-0.1982,-0.3102,0.514,2275.4,-0.2034,-0.2143,-0.1721,-0.2143,-0.3184,4278,3892,3259,False
S23::htf=h4/min_sq=3/stop=atr/exit=time/id=ea9241be6a99,S23,6802,453.0,0.265,-0.0062,-0.1168,0.992,394.4,-0.0059,-0.0716,0.0715,-0.0716,-0.3595,2537,2320,1945,False
S23::htf=h4/min_sq=6/stop=range_opp/exit=rr2/id=62e2898f5f6a,S23,4659,311.0,0.347,-0.0278,-0.1002,0.957,238.4,-0.0499,-0.0376,0.0102,-0.0499,-0.1341,1713,1551,1395,False
S23::htf=h4/min_sq=6/stop=range_opp/exit=rr3/id=ce17d69d67c7,S23,4353,290.0,0.295,-0.0009,-0.0754,0.999,163.5,0.0024,-0.0293,0.0269,-0.0293,-0.159,1607,1456,1290,False
S23::htf=h4/min_sq=6/stop=range_opp/exit=trailing/id=0328ab99980a,S23,7755,517.0,0.301,-0.1173,-0.1856,0.504,918.0,-0.1258,-0.1168,-0.1071,-0.1258,-0.1895,2859,2632,2264,False
S23::htf=h4/min_sq=6/stop=range_opp/exit=time/id=e7f49f41d4cb,S23,4444,296.0,0.349,-0.0232,-0.0994,0.962,265.7,-0.0299,-0.0581,0.0262,-0.0581,-0.2785,1652,1503,1289,False
S23::htf=h4/min_sq=6/stop=atr/exit=rr2/id=2867a33c06c2,S23,5872,391.0,0.323,-0.0642,-0.1793,0.908,499.7,-0.1155,-0.0573,-0.007,-0.1155,-0.1721,2181,1980,1711,False
S23::htf=h4/min_sq=6/stop=atr/exit=rr3/id=a9b701265350,S23,5247,350.0,0.252,-0.0374,-0.152,0.951,339.4,-0.1015,-0.033,0.0399,-0.1015,-0.1966,1968,1745,1534,False
S23::htf=h4/min_sq=6/stop=atr/exit=trailing/id=9a55a036a7b1,S23,7754,517.0,0.3,-0.204,-0.3203,0.501,1593.7,-0.2183,-0.202,-0.1881,-0.2183,-0.3237,2859,2632,2263,False
S23::htf=h4/min_sq=6/stop=atr/exit=time/id=32599cbd5528,S23,4860,324.0,0.251,-0.0077,-0.1244,0.99,275.5,-0.0296,-0.0344,0.0519,-0.0344,-0.3718,1825,1636,1399,False
S23::htf=h1/min_sq=3/stop=range_opp/exit=rr2/id=472dd5a4a4dc,S23,7423,495.0,0.342,-0.0253,-0.1193,0.962,275.5,-0.0383,-0.018,-0.0171,-0.0383,-0.1325,2782,2495,2146,False
S23::htf=h1/min_sq=3/stop=range_opp/exit=rr3/id=c96eab8f5471,S23,6805,454.0,0.276,-0.022,-0.1181,0.97,287.0,-0.0361,-0.0216,-0.0041,-0.0361,-0.1811,2548,2278,1979,False
S23::htf=h1/min_sq=3/stop=range_opp/exit=trailing/id=57d72d7a206b,S23,11966,798.0,0.309,-0.1447,-0.2344,0.545,1737.0,-0.1415,-0.1544,-0.1372,-0.1544,-0.2505,4589,4044,3333,False
S23::htf=h1/min_sq=3/stop=range_opp/exit=time/id=88471711b6ac,S23,6803,453.0,0.296,-0.0088,-0.1089,0.987,341.3,0.0079,-0.0417,0.0081,-0.0417,-0.3423,2568,2293,1942,False
S23::htf=h1/min_sq=3/stop=atr/exit=rr2/id=1656d1662b89,S23,8417,561.0,0.328,-0.0466,-0.1559,0.933,528.1,-0.0591,-0.0629,-0.0102,-0.0629,-0.1539,3181,2852,2384,False
S23::htf=h1/min_sq=3/stop=atr/exit=rr3/id=25ce7d1e7d43,S23,7383,492.0,0.261,-0.0059,-0.1147,0.992,239.0,-0.0302,-0.0187,0.0416,-0.0302,-0.1637,2789,2494,2100,False
S23::htf=h1/min_sq=3/stop=atr/exit=trailing/id=35a92517a15a,S23,11895,793.0,0.311,-0.1887,-0.3008,0.537,2248.9,-0.1892,-0.2036,-0.1699,-0.2036,-0.3127,4555,4024,3316,False
S23::htf=h1/min_sq=3/stop=atr/exit=time/id=55c30ef548a3,S23,7022,468.0,0.264,0.0057,-0.1054,1.008,345.6,0.0092,-0.0345,0.0493,-0.0345,-0.3518,2659,2383,1980,False
S23::htf=h1/min_sq=6/stop=range_opp/exit=rr2/id=1fc302ed6f97,S23,4935,329.0,0.354,-0.0113,-0.0822,0.982,179.8,-0.0227,-0.0081,-0.0005,-0.0227,-0.1171,1825,1683,1427,False
S23::htf=h1/min_sq=6/stop=range_opp/exit=rr3/id=b248d3041aea,S23,4608,307.0,0.299,0.0036,-0.0692,1.005,135.5,0.0184,0.0005,-0.0117,-0.0117,-0.1542,1705,1577,1326,False
S23::htf=h1/min_sq=6/stop=range_opp/exit=trailing/id=9138fb75bfba,S23,8276,552.0,0.306,-0.11,-0.1771,0.528,919.6,-0.115,-0.1075,-0.1065,-0.115,-0.1842,3140,2808,2328,False
S23::htf=h1/min_sq=6/stop=range_opp/exit=time/id=d017e8cd215e,S23,4710,314.0,0.354,-0.0112,-0.0858,0.981,232.8,-0.0086,-0.0298,0.0079,-0.0298,-0.2628,1755,1626,1329,False
S23::htf=h1/min_sq=6/stop=atr/exit=rr2/id=b65838587312,S23,6287,419.0,0.324,-0.0616,-0.1765,0.912,521.8,-0.0974,-0.0659,-0.0077,-0.0974,-0.1698,2382,2154,1751,False
S23::htf=h1/min_sq=6/stop=atr/exit=rr3/id=da363a570719,S23,5586,372.0,0.251,-0.0399,-0.1545,0.948,380.6,-0.0999,-0.029,0.0281,-0.0999,-0.1994,2127,1889,1570,False
S23::htf=h1/min_sq=6/stop=atr/exit=trailing/id=53fc554c0722,S23,8275,552.0,0.306,-0.1945,-0.3105,0.525,1617.1,-0.203,-0.1931,-0.1848,-0.203,-0.3177,3140,2808,2327,False
S23::htf=h1/min_sq=6/stop=atr/exit=time/id=ae47f6016414,S23,5183,345.0,0.249,-0.0111,-0.1276,0.985,368.2,-0.0251,-0.053,0.0592,-0.053,-0.3753,1968,1770,1445,False
S24::sess=london/mode=carry/entry_bar=1/exit=rr2/id=a20c02d14359,S24,3870,258.0,0.352,0.0311,-0.048,1.047,53.6,0.0307,0.0317,0.0308,0.0307,-0.072,1402,1290,1178,False
S24::sess=london/mode=carry/entry_bar=1/exit=rr3/id=cbb511a792bc,S24,3870,258.0,0.275,0.0328,-0.0463,1.045,73.4,0.0268,0.0234,0.0502,0.0234,-0.1225,1402,1290,1178,False
S24::sess=london/mode=carry/entry_bar=1/exit=time/id=ef483bb9fbfc,S24,3870,258.0,0.261,0.0822,0.0031,1.11,73.4,0.0804,0.1031,0.0614,0.0614,-0.3119,1402,1290,1178,False
S24::sess=london/mode=carry/entry_bar=2/exit=rr2/id=332d4f07ced1,S24,3870,258.0,0.346,0.0129,-0.0638,1.019,90.9,0.0156,0.0604,-0.0422,-0.0422,-0.0911,1402,1290,1178,False
S24::sess=london/mode=carry/entry_bar=2/exit=rr3/id=ee7d65dadc8c,S24,3870,258.0,0.271,0.0171,-0.0596,1.023,108.1,0.0009,0.0453,0.0055,0.0009,-0.1391,1402,1290,1178,False
S24::sess=london/mode=carry/entry_bar=2/exit=time/id=d5b533dccdf1,S24,3870,258.0,0.26,0.0971,0.0204,1.131,84.9,0.1024,0.1518,0.0308,0.0308,-0.3063,1402,1290,1178,False
S24::sess=london/mode=fade/entry_bar=1/exit=rr2/id=ee8b16c188d4,S24,3870,258.0,0.329,-0.0371,-0.1161,0.946,170.7,-0.0323,-0.0601,-0.0176,-0.0601,-0.1437,1402,1290,1178,False
S24::sess=london/mode=fade/entry_bar=1/exit=rr3/id=e1c6b787ef96,S24,3870,258.0,0.259,-0.039,-0.1181,0.948,176.0,-0.0345,-0.0576,-0.0241,-0.0576,-0.1981,1402,1290,1178,False
S24::sess=london/mode=fade/entry_bar=1/exit=time/id=f432f49ccb20,S24,3870,258.0,0.254,-0.0095,-0.0885,0.987,106.2,-0.0022,-0.0459,0.0217,-0.0459,-0.3732,1402,1290,1178,False
S24::sess=london/mode=fade/entry_bar=2/exit=rr2/id=6950f052fad2,S24,3870,258.0,0.332,-0.0322,-0.1089,0.953,136.3,-0.0362,-0.0376,-0.0214,-0.0376,-0.1385,1402,1290,1178,False
S24::sess=london/mode=fade/entry_bar=2/exit=rr3/id=41cd0f43432f,S24,3870,258.0,0.258,-0.0436,-0.1203,0.942,196.5,-0.0682,-0.0403,-0.018,-0.0682,-0.2029,1402,1290,1178,False
S24::sess=london/mode=fade/entry_bar=2/exit=time/id=88fbd25ae20f,S24,3870,258.0,0.254,-0.0237,-0.1004,0.968,135.8,-0.0112,-0.0598,0.0008,-0.0598,-0.3846,1402,1290,1178,False
S24::sess=ny/mode=carry/entry_bar=1/exit=rr2/id=c01dbb9a5813,S24,3871,258.0,0.353,-0.0045,-0.0661,0.993,136.1,0.021,-0.0471,0.0118,-0.0471,-0.1094,1403,1290,1178,False
S24::sess=ny/mode=carry/entry_bar=1/exit=rr3/id=bc133b134265,S24,3871,258.0,0.308,0.0071,-0.0544,1.01,102.9,0.0358,-0.0172,-0.0004,-0.0172,-0.1496,1403,1290,1178,False
S24::sess=ny/mode=carry/entry_bar=1/exit=time/id=0bd58fc38288,S24,3871,258.0,0.312,0.0428,-0.0187,1.064,68.4,0.0774,-0.0081,0.0572,-0.0081,-0.2729,1403,1290,1178,False
S24::sess=ny/mode=carry/entry_bar=2/exit=rr2/id=0c6bcee66865,S24,3870,258.0,0.359,-0.006,-0.0633,0.991,109.9,0.0031,-0.0078,-0.0149,-0.0149,-0.111,1402,1290,1178,False
S24::sess=ny/mode=carry/entry_bar=2/exit=rr3/id=e912475e63ed,S24,3870,258.0,0.327,0.034,-0.0233,1.051,74.8,0.0805,0.0049,0.0105,0.0049,-0.1214,1402,1290,1178,False
S24::sess=ny/mode=carry/entry_bar=2/exit=time/id=0e72cbcaf497,S24,3871,258.0,0.341,0.0559,-0.0014,1.088,61.5,0.1036,0.0158,0.043,0.0158,-0.2322,1403,1290,1178,False
S24::sess=ny/mode=fade/entry_bar=1/exit=rr2/id=76ba7602f393,S24,3870,258.0,0.355,-0.0022,-0.0637,0.997,86.3,-0.0296,0.0127,0.0142,-0.0296,-0.107,1402,1290,1178,False
S24::sess=ny/mode=fade/entry_bar=1/exit=rr3/id=b9b6508b6259,S24,3870,258.0,0.305,0.009,-0.0525,1.013,121.6,-0.0265,0.0396,0.0178,-0.0265,-0.1481,1402,1290,1178,False
S24::sess=ny/mode=fade/entry_bar=1/exit=time/id=560615553726,S24,3871,258.0,0.308,0.0122,-0.0493,1.018,113.7,-0.0366,0.0401,0.0398,-0.0366,-0.3032,1403,1290,1178,False
S24::sess=ny/mode=fade/entry_bar=2/exit=rr2/id=1db91792fc6a,S24,3871,258.0,0.351,-0.0289,-0.0862,0.955,146.4,-0.0757,-0.0161,0.0128,-0.0757,-0.1352,1403,1290,1178,False
S24::sess=ny/mode=fade/entry_bar=2/exit=rr3/id=f0786cdc27ae,S24,3871,258.0,0.311,-0.0179,-0.0752,0.974,124.0,-0.0471,-0.0126,0.0109,-0.0471,-0.176,1403,1290,1178,False
S24::sess=ny/mode=fade/entry_bar=2/exit=time/id=c90cb8013eff,S24,3871,258.0,0.323,-0.0176,-0.0748,0.973,158.8,-0.0681,-0.0156,0.0406,-0.0681,-0.2947,1403,1290,1178,False
S25::mode=expand/stop=atr/exit=rr2/id=017b79ce0b9e,S25,6095,406.0,0.343,-0.0002,-0.0807,1.0,155.4,-0.0181,-0.0212,0.0411,-0.0212,-0.105,2134,2017,1944,False
S25::mode=expand/stop=atr/exit=rr3/id=5a5cd79ba745,S25,5784,386.0,0.274,0.0201,-0.0608,1.027,134.8,-0.0019,0.0268,0.0376,-0.0019,-0.1363,2034,1919,1831,False
S25::mode=expand/stop=atr/exit=time/id=f3358f8a6b67,S25,5862,391.0,0.269,0.0266,-0.054,1.036,131.8,0.031,0.0211,0.0276,0.0211,-0.3331,2065,1931,1866,False
S25::mode=expand/stop=swing/exit=rr2/id=223ec3c9cc3e,S25,4946,330.0,0.391,-0.0012,-0.0473,0.998,106.2,0.0307,0.0009,-0.0383,-0.0383,-0.1063,1726,1646,1574,False
S25::mode=expand/stop=swing/exit=rr3/id=0f5ff21120e8,S25,4841,323.0,0.359,0.0095,-0.0369,1.016,128.5,0.057,0.0126,-0.0463,-0.0463,-0.1476,1697,1607,1537,False
S25::mode=expand/stop=swing/exit=time/id=6175f1de531c,S25,5400,360.0,0.406,0.0228,-0.0229,1.046,109.4,0.0664,0.0356,-0.0375,-0.0375,-0.2006,1889,1768,1743,False
S25::mode=contract/stop=atr/exit=rr2/id=37b264b44ebe,S25,6373,425.0,0.357,-0.0251,-0.094,0.961,237.1,-0.0124,-0.0494,-0.0137,-0.0494,-0.1315,2240,2108,2025,False
S25::mode=contract/stop=atr/exit=rr3/id=886bd7f12d07,S25,6143,409.0,0.317,-0.0234,-0.0923,0.965,180.3,-0.0184,-0.0312,-0.0206,-0.0312,-0.1821,2170,2033,1940,False
S25::mode=contract/stop=atr/exit=time/id=56bfda8bc691,S25,6261,417.0,0.365,-0.031,-0.1002,0.947,269.5,-0.034,-0.0535,-0.0042,-0.0535,-0.2811,2206,2069,1986,False
S25::mode=contract/stop=swing/exit=rr2/id=d5b35ddd0e17,S25,6311,421.0,0.379,-0.007,-0.1171,0.989,185.8,0.0067,-0.0385,0.0105,-0.0385,-0.1122,2198,2081,2032,False
S25::mode=contract/stop=swing/exit=rr3/id=22149bacd281,S25,6150,410.0,0.328,-0.013,-0.1221,0.98,247.7,0.0006,-0.0584,0.0191,-0.0584,-0.1709,2150,2028,1972,False
S25::mode=contract/stop=swing/exit=time/id=c48749b94d20,S25,6327,422.0,0.331,-0.0003,-0.1152,1.0,188.2,0.0061,-0.0351,0.0285,-0.0351,-0.3685,2215,2081,2031,False
S26::mode=reject/k=2.0/stop=atr/exit=rr2/id=f196a9ae20d6,S26,16966,1131.0,0.346,-0.0327,-0.1123,0.95,607.4,-0.0216,-0.0512,-0.0255,-0.0512,-0.1393,6281,5686,4999,False
S26::mode=reject/k=2.0/stop=atr/exit=rr3/id=10f80f8f5316,S26,14617,974.0,0.295,-0.011,-0.0905,0.984,238.5,-0.0031,-0.0244,-0.0057,-0.0244,-0.169,5424,4880,4313,False
S26::mode=reject/k=2.0/stop=atr/exit=vwap/id=05558d4e2640,S26,23163,1544.0,0.517,-0.0701,-0.1532,0.834,1633.8,-0.0628,-0.0885,-0.0584,-0.0885,-0.1597,8679,7758,6726,False
S26::mode=reject/k=2.0/stop=atr/exit=time/id=9190c0e86dac,S26,15469,1031.0,0.305,-0.0148,-0.0995,0.978,435.5,-0.0028,-0.0391,-0.0022,-0.0391,-0.3248,5710,5176,4583,False
S26::mode=reject/k=2.0/stop=edge/exit=rr2/id=5821cdafa191,S26,22891,1526.0,0.331,-0.0797,-0.2723,0.887,1856.6,-0.0545,-0.108,-0.0787,-0.108,-0.1886,8379,7657,6855,False
S26::mode=reject/k=2.0/stop=edge/exit=rr3/id=75ebf1fb0663,S26,20682,1378.0,0.266,-0.0531,-0.2437,0.931,1256.2,-0.0324,-0.0883,-0.039,-0.0883,-0.2131,7533,6913,6236,False
S26::mode=reject/k=2.0/stop=edge/exit=vwap/id=51a65f7481bc,S26,27320,1821.0,0.365,-0.0813,-0.2839,0.867,2338.1,-0.0526,-0.1258,-0.0661,-0.1258,-0.3364,10083,9212,8025,False
S26::mode=reject/k=2.0/stop=edge/exit=time/id=2fb9a4130c69,S26,19294,1286.0,0.197,-0.0046,-0.2083,0.995,648.0,0.0311,-0.0047,-0.0476,-0.0476,-0.5781,7005,6490,5799,False
S26::mode=reject/k=3.0/stop=atr/exit=rr2/id=5a06c962317f,S26,7496,500.0,0.341,-0.0381,-0.1253,0.943,331.8,-0.0196,-0.0536,-0.0463,-0.0536,-0.1449,2976,2514,2006,False
S26::mode=reject/k=3.0/stop=atr/exit=rr3/id=c0cff964e6e6,S26,7048,470.0,0.283,-0.0204,-0.1071,0.972,222.5,0.0058,-0.0337,-0.0421,-0.0421,-0.1787,2784,2373,1891,False
S26::mode=reject/k=3.0/stop=atr/exit=vwap/id=8755c5322da1,S26,8068,538.0,0.456,-0.0806,-0.1687,0.84,663.0,-0.075,-0.1003,-0.0639,-0.1003,-0.1942,3229,2713,2126,False
S26::mode=reject/k=3.0/stop=atr/exit=time/id=3807f5681045,S26,7149,476.0,0.287,-0.0321,-0.1213,0.955,244.7,-0.0209,-0.0282,-0.0534,-0.0534,-0.3523,2824,2407,1918,False
S26::mode=reject/k=3.0/stop=edge/exit=rr2/id=87f6f8f81532,S26,8021,535.0,0.332,-0.0809,-0.2662,0.884,663.5,-0.058,-0.0949,-0.0968,-0.0968,-0.1899,3156,2709,2156,False
S26::mode=reject/k=3.0/stop=edge/exit=rr3/id=ed136e33fc5c,S26,7741,516.0,0.269,-0.0522,-0.2381,0.932,445.7,-0.0313,-0.0726,-0.057,-0.0726,-0.2122,3028,2623,2090,False
S26::mode=reject/k=3.0/stop=edge/exit=vwap/id=62f6ea202482,S26,8518,568.0,0.343,-0.0821,-0.2708,0.873,716.8,-0.065,-0.0968,-0.0891,-0.0968,-0.3672,3391,2878,2249,False
S26::mode=reject/k=3.0/stop=edge/exit=time/id=5d9e156ab82b,S26,7617,508.0,0.201,-0.0395,-0.2204,0.953,386.3,-0.0187,-0.0277,-0.0845,-0.0845,-0.5843,2994,2566,2057,False
S26::mode=accept/k=2.0/stop=atr/exit=rr2/id=d49a077d3b8e,S26,11417,761.0,0.342,-0.0246,-0.1086,0.963,369.6,-0.0275,-0.0287,-0.0166,-0.0287,-0.1307,4145,3809,3463,False
S26::mode=accept/k=2.0/stop=atr/exit=rr3/id=1d1f332723a6,S26,10540,703.0,0.28,-0.016,-0.0998,0.978,334.9,-0.0189,-0.0325,0.0057,-0.0325,-0.1743,3860,3495,3185,False
S26::mode=accept/k=2.0/stop=atr/exit=vwap/id=33929b8895c7,S26,11417,761.0,0.342,-0.0246,-0.1086,0.963,369.6,-0.0275,-0.0287,-0.0166,-0.0287,-0.1307,4145,3809,3463,False
S26::mode=accept/k=2.0/stop=atr/exit=time/id=735b49e18a04,S26,10880,725.0,0.28,0.0053,-0.0813,1.007,278.0,-0.0022,0.0086,0.0107,-0.0022,-0.3487,3964,3611,3305,False
S26::mode=accept/k=2.0/stop=edge/exit=rr2/id=77a38fe9b6b5,S26,11721,781.0,0.344,-0.0445,-0.1603,0.933,637.5,-0.0504,-0.062,-0.0191,-0.062,-0.1519,4160,3915,3646,False
S26::mode=accept/k=2.0/stop=edge/exit=rr3/id=fe3c204b6f85,S26,10929,728.0,0.285,-0.0296,-0.1457,0.959,491.8,-0.028,-0.0497,-0.0095,-0.0497,-0.1885,3918,3646,3365,False
S26::mode=accept/k=2.0/stop=edge/exit=vwap/id=4e41b6794a7f,S26,11721,781.0,0.344,-0.0445,-0.1603,0.933,637.5,-0.0504,-0.062,-0.0191,-0.062,-0.1519,4160,3915,3646,False
S26::mode=accept/k=2.0/stop=edge/exit=time/id=c91c43b8e94e,S26,11345,756.0,0.256,-0.0073,-0.1312,0.99,492.8,0.002,-0.0304,0.0067,-0.0304,-0.442,4094,3760,3491,False
S26::mode=accept/k=3.0/stop=atr/exit=rr2/id=1ee801462482,S26,2941,196.0,0.324,-0.0664,-0.1587,0.903,262.5,-0.0691,-0.1158,-0.0095,-0.1158,-0.1751,1068,976,897,False
S26::mode=accept/k=3.0/stop=atr/exit=rr3/id=2633e8ee341d,S26,2881,192.0,0.254,-0.0724,-0.1647,0.904,284.0,-0.0722,-0.0802,-0.0641,-0.0802,-0.2337,1039,966,876,False
S26::mode=accept/k=3.0/stop=atr/exit=vwap/id=567461316de7,S26,2941,196.0,0.324,-0.0664,-0.1587,0.903,262.5,-0.0691,-0.1158,-0.0095,-0.1158,-0.1751,1068,976,897,False
S26::mode=accept/k=3.0/stop=atr/exit=time/id=78a257770b47,S26,2891,193.0,0.255,-0.042,-0.1348,0.943,254.0,-0.0452,-0.0159,-0.0667,-0.0667,-0.4015,1042,963,886,False
S26::mode=accept/k=3.0/stop=edge/exit=rr2/id=461cab42c9c8,S26,2978,198.0,0.343,-0.0648,-0.2183,0.904,243.9,-0.0769,-0.0879,-0.0253,-0.0879,-0.1724,1083,985,910,False
S26::mode=accept/k=3.0/stop=edge/exit=rr3/id=b46ca6f69791,S26,2922,195.0,0.271,-0.0877,-0.2463,0.882,303.3,-0.0526,-0.1237,-0.0905,-0.1237,-0.2497,1063,969,890,False
S26::mode=accept/k=3.0/stop=edge/exit=vwap/id=02699bb7c7ca,S26,2978,198.0,0.343,-0.0648,-0.2183,0.904,243.9,-0.0769,-0.0879,-0.0253,-0.0879,-0.1724,1083,985,910,False
S26::mode=accept/k=3.0/stop=edge/exit=time/id=0bf089c1e4ff,S26,2966,198.0,0.244,-0.0486,-0.2298,0.936,248.9,-0.1431,0.0371,-0.0297,-0.1431,-0.5088,1072,982,912,False
S27::htf=h4/band_k=1.0/stop=atr/exit=rr2/id=8492323d86e4,S27,24659,1644.0,0.63,-0.024,-0.1071,0.922,667.7,-0.0379,-0.0264,-0.0043,-0.0379,-0.0889,9109,8126,7424,False
S27::htf=h4/band_k=1.0/stop=atr/exit=rr3/id=210565c4c136,S27,24659,1644.0,0.63,-0.024,-0.1071,0.922,667.7,-0.0379,-0.0264,-0.0043,-0.0379,-0.0889,9109,8126,7424,False
S27::htf=h4/band_k=1.0/stop=atr/exit=time/id=51acdf2fcf12,S27,15746,1049.0,0.304,0.0492,-0.0355,1.072,135.2,0.0483,0.0203,0.0817,0.0203,-0.2909,5804,5186,4756,False
S27::htf=h4/band_k=1.0/stop=vwap/exit=rr2/id=90f754da36c5,S27,30817,2054.0,0.367,-0.1115,-0.3805,0.824,3457.7,-0.1348,-0.1336,-0.0585,-0.1348,-0.3164,11490,10064,9263,False
S27::htf=h4/band_k=1.0/stop=vwap/exit=rr3/id=24d0d7c6e3b6,S27,30817,2054.0,0.367,-0.1115,-0.3805,0.824,3457.7,-0.1348,-0.1336,-0.0585,-0.1348,-0.3164,11490,10064,9263,False
S27::htf=h4/band_k=1.0/stop=vwap/exit=time/id=e773da5f2d79,S27,24961,1664.0,0.129,0.0089,-0.2671,1.009,1390.3,-0.0267,-0.0652,0.1347,-0.0652,-0.7669,9360,8151,7450,False
S27::htf=h4/band_k=2.0/stop=atr/exit=rr2/id=2e8c42ebbedf,S27,19082,1272.0,0.496,-0.0042,-0.0846,0.992,245.5,-0.0138,-0.0177,0.0224,-0.0177,-0.1171,7012,6324,5746,False
S27::htf=h4/band_k=2.0/stop=atr/exit=rr3/id=eb73ecce803d,S27,19082,1272.0,0.496,-0.0042,-0.0846,0.992,245.5,-0.0138,-0.0177,0.0224,-0.0177,-0.1171,7012,6324,5746,False
S27::htf=h4/band_k=2.0/stop=atr/exit=time/id=537ffc83bdfe,S27,15746,1049.0,0.304,0.0492,-0.0355,1.072,135.2,0.0483,0.0203,0.0817,0.0203,-0.2909,5804,5186,4756,False
